verb,frame,voice,polarity,conditional,sentence,veridicality_normalized,acceptability_normalized,veridicality_loglikelihood,acceptability_loglikelihood
bug,NP_to_VPeventive,active,positive,False,Someone bugged a particular person to do a particular thing.,-0.6159610152244568,0.8976675868034363,-0.699317216873169,-1.0376092195510864
bug,that_S,passive,negative,False,Someone wasn\'t bugged that a particular thing happened,1.2938663959503174,-0.22208330035209656,-0.5033575892448425,-1.23685884475708
bug,that_S,passive,negative,True,John wasn't bugged that a particular thing happened,0.293916791677475,-0.24309246242046356,-0.763620913028717,-1.5369442701339722
bug,that_S,passive,positive,False,Someone was bugged that a particular thing happened,0.9367116689682007,-0.027532853186130524,-0.7275203466415405,-1.0536741018295288
bug,that_S,passive,positive,True,John was bugged that a particular thing happened,1.7845215797424316,0.24418875575065613,-0.2192942202091217,-0.9298375248908997
bug,to_VPeventive,passive,negative,False,A particular person wasn\'t bugged to do a particular thing.,-0.9648661017417908,-0.4368692636489868,-0.5822898149490356,-1.0512937307357788
bug,to_VPeventive,passive,positive,False,A particular person was bugged to do a particular thing.,0.16656731069087982,0.8890935778617859,-0.5280885696411133,-0.5974012017250061
bug,to_VPstative,passive,negative,False,A particular person wasn\'t bugged to have a particular thing.,-0.3798149526119232,-1.0629431009292603,-0.6371615529060364,-0.948712170124054
bug,to_VPstative,passive,positive,False,A particular person was bugged to have a particular thing.,0.34948796033859253,-0.6269773840904236,-0.6560528874397278,-1.4173195362091064
bullshit,NP_to_VPstative,active,negative,False,Someone didn\'t bullshit a particular person to have a particular thing.,-1.1337862014770508,-1.479560375213623,-1.0088764429092407,-1.512779951095581
bullshit,NP_to_VPstative,active,positive,False,Someone bullshitted a particular person to have a particular thing.,-0.46409982442855835,-0.9336701035499573,-1.1040195226669312,-1.1546738147735596
bullshit,to_VPeventive,passive,negative,False,A particular person wasn\'t bullshitted to do a particular thing.,-1.674626111984253,-1.6190931797027588,-0.9231910705566406,-1.6156326532363892
bullshit,to_VPeventive,passive,positive,False,A particular person was bullshitted to do a particular thing.,0.6348601579666138,-0.9528759121894836,-0.7324062585830688,-1.401282787322998
bullshit,to_VPstative,passive,negative,False,A particular person wasn\'t bullshitted to have a particular thing.,-1.3553835153579712,-2.1258695125579834,-1.0054978132247925,-1.2706851959228516
bullshit,to_VPstative,passive,positive,False,A particular person was bullshitted to have a particular thing.,0.006643164902925491,-2.082970380783081,-0.728665828704834,-1.6710115671157837
bully,NP_to_VPeventive,active,negative,False,Someone didn\'t bully a particular person to do a particular thing.,-0.519609808921814,-0.16433954238891602,-0.5160823464393616,-1.0044275522232056
bully,NP_to_VPeventive,active,positive,False,Someone bullied a particular person to do a particular thing.,0.6673974394798279,0.3168649673461914,-0.804263710975647,-0.8710066676139832
bully,NP_to_VPstative,active,negative,False,Someone didn\'t bully a particular person to have a particular thing.,-0.4645916223526001,-1.6666440963745117,-0.5740965604782104,-1.3860876560211182
bully,NP_to_VPstative,active,positive,False,Someone bullied a particular person to have a particular thing.,0.20898398756980896,-0.7308489680290222,-0.9518678784370422,-1.0692213773727417
bully,to_VPeventive,passive,negative,False,A particular person wasn\'t bullied to do a particular thing.,-0.41229623556137085,-0.8736048936843872,-0.46106213331222534,-1.5439443588256836
bully,to_VPeventive,passive,positive,False,A particular person was bullied to do a particular thing.,0.9258747696876526,0.6453831791877747,-0.5147931575775146,-0.4996417462825775
buy,to_VPeventive,passive,negative,False,A particular person wasn\'t bought to do a particular thing.,-0.4767472445964813,-1.7118242979049683,-0.710150420665741,-1.097719430923462
buy,to_VPeventive,passive,positive,False,A particular person was bought to do a particular thing.,0.9620714783668518,-0.4527040123939514,-0.39747610688209534,-1.12212336063385
cackle,that_S,active,negative,False,Someone didn\'t cackle that a particular thing happened,0.3806432783603668,-1.276387095451355,-0.5958806872367859,-1.5183451175689697
cackle,that_S,active,negative,True,John didn't cackle that a particular thing happened,-0.24565333127975464,-1.5933985710144043,-0.7002145051956177,-1.141710877418518
cackle,that_S,active,positive,False,Someone cackled that a particular thing happened,0.874171793460846,-0.5572804808616638,-0.5606153011322021,-1.7277145385742188
cackle,that_S,active,positive,True,John cackled that a particular thing happened,0.9363986849784851,-0.48795533180236816,-0.6190991997718811,-1.4592432975769043
cajole,NP_to_VPeventive,active,negative,False,Someone didn\'t cajole a particular person to do a particular thing.,-1.1912331581115723,-0.6009042263031006,-1.0524218082427979,-1.3156344890594482
cajole,NP_to_VPeventive,active,positive,False,Someone cajoled a particular person to do a particular thing.,1.2519606351852417,0.46638911962509155,-0.39430004358291626,-1.1503350734710693
cajole,to_VPeventive,passive,negative,False,A particular person wasn\'t cajoled to do a particular thing.,-1.6737432479858398,0.3611997663974762,-0.9140468835830688,-0.8671919107437134
cajole,to_VPeventive,passive,positive,False,A particular person was cajoled to do a particular thing.,1.686076045036316,-0.3910699188709259,-0.3094595670700073,-1.1622934341430664
cajole,to_VPstative,passive,negative,False,A particular person wasn\'t cajoled to have a particular thing.,-0.8383013010025024,-1.381032109260559,-1.0637646913528442,-1.045232892036438
cajole,to_VPstative,passive,positive,False,A particular person was cajoled to have a particular thing.,0.9738954901695251,-0.3100305199623108,-0.5900822877883911,-1.1228989362716675
calculate,for_NP_to_VP,active,negative,False,Someone didn\'t calculate for a particular thing to happen.,-0.1667814701795578,-0.11858980357646942,-0.672060489654541,-1.5756902694702148
calculate,for_NP_to_VP,active,positive,False,Someone calculated for a particular thing to happen.,-0.4504958391189575,0.6146343946456909,-0.6051231622695923,-1.2271329164505005
calculate,that_S,active,negative,False,Someone didn\'t calculate that a particular thing happened,0.15844832360744476,-0.26509958505630493,-0.8161846399307251,-1.367938756942749
calculate,that_S,active,negative,True,John didn't calculate that a particular thing happened,-0.3375089466571808,-0.7589208483695984,-0.5943642258644104,-1.597484827041626
calculate,that_S,active,positive,False,Someone calculated that a particular thing happened,0.0324329249560833,-0.3523842692375183,-1.0090490579605103,-1.3058295249938965
calculate,that_S,active,positive,True,John calculated that a particular thing happened,-0.13291122019290924,-0.10635573416948318,-0.896947979927063,-1.2614701986312866
calculate,to_VPeventive,active,negative,False,A particular person didn\'t calculate to do a particular thing.,-1.2125738859176636,-0.8110124468803406,-0.6915207505226135,-0.8663183450698853
calculate,to_VPeventive,active,positive,False,A particular person calculated to do a particular thing.,-0.17185457050800323,-1.0280883312225342,-0.46461087465286255,-1.8203260898590088
calculate,to_VPstative,passive,negative,False,A particular person wasn\'t calculated to have a particular thing.,-1.7666133642196655,-1.2789745330810547,-0.8034760355949402,-1.422764778137207
calculate,to_VPstative,passive,positive,False,A particular person was calculated to have a particular thing.,-0.22137673199176788,-0.8293696045875549,-0.5279175043106079,-1.073533296585083
call,NP_to_VPeventive,active,negative,False,Someone didn\'t call a particular person to do a particular thing.,-1.0942051410675049,0.0702810063958168,-0.7461503744125366,-1.1358872652053833
call,NP_to_VPeventive,active,positive,False,Someone called a particular person to do a particular thing.,-0.02690831571817398,0.9739443063735962,-0.7142565846443176,-0.5777365565299988
call,for_NP_to_VP,active,negative,False,Someone didn\'t call for a particular thing to happen.,-1.0891735553741455,0.09225381165742874,-0.58387690782547,-1.0098835229873657
call,for_NP_to_VP,active,positive,False,Someone called for a particular thing to happen.,-0.25154420733451843,1.1738487482070923,-0.49790340662002563,-0.5700843930244446
call,to_VPeventive,passive,negative,False,A particular person wasn\'t called to do a particular thing.,-1.6184072494506836,0.38869816064834595,-0.8498083353042603,-0.893772304058075
call,to_VPeventive,passive,positive,False,A particular person was called to do a particular thing.,-0.21463502943515778,0.42981019616127014,-0.4865151047706604,-0.6921108365058899
care,for_NP_to_VP,active,negative,False,Someone didn\'t care for a particular thing to happen.,-0.43160682916641235,-0.18413031101226807,-0.5960601568222046,-1.0348538160324097
care,for_NP_to_VP,active,positive,False,Someone cared for a particular thing to happen.,-0.5198849439620972,-0.22319726645946503,-0.4374369978904724,-1.1976251602172852
care,that_S,active,negative,False,Someone didn\'t care that a particular thing happened,0.0979883074760437,0.02506960928440094,-0.9829334020614624,-0.7412842512130737
care,that_S,active,negative,True,John didn't care that a particular thing happened,0.6605686545372009,1.9374107122421265,-0.7324938178062439,-0.6939975023269653
care,that_S,active,positive,False,Someone cared that a particular thing happened,-0.045762673020362854,-0.337173730134964,-1.0081108808517456,-0.9795938730239868
care,that_S,active,positive,True,John cared that a particular thing happened,0.4142354726791382,0.17927616834640503,-0.8446449041366577,-1.1140828132629395
care,to_VPeventive,active,negative,False,A particular person didn\'t care to do a particular thing.,-1.9243665933609009,0.6826105117797852,-0.7455672025680542,-0.7769469618797302
care,to_VPeventive,active,positive,False,A particular person cared to do a particular thing.,0.5448465943336487,0.282490074634552,-0.7229211330413818,-0.5060734152793884
care,to_VPstative,active,negative,False,A particular person didn\'t care to have a particular thing.,-1.118465781211853,-0.12683309614658356,-0.5746278166770935,-1.6065540313720703
care,to_VPstative,active,positive,False,A particular person cared to have a particular thing.,-0.18052899837493896,-0.11407450586557388,-0.3861725628376007,-1.3097152709960938
categorize,that_S,active,negative,False,Someone didn\'t categorize that a particular thing happened,-0.11257407069206238,-1.3059555292129517,-0.9121659994125366,-1.462787389755249
categorize,that_S,active,negative,True,John didn't categorize that a particular thing happened,-0.36401817202568054,-1.4656109809875488,-0.9507781267166138,-1.7450891733169556
categorize,that_S,active,positive,False,Someone categorized that a particular thing happened,0.5576386451721191,-0.9014982581138611,-0.695802628993988,-0.9672417640686035
categorize,that_S,active,positive,True,John categorized that a particular thing happened,1.0281168222427368,-1.3027676343917847,-0.6177852749824524,-1.721417784690857
categorize,to_VPstative,passive,negative,False,A particular person wasn\'t categorized to have a particular thing.,-1.739816427230835,-0.8826833963394165,-0.7290031313896179,-1.2762725353240967
categorize,to_VPstative,passive,positive,False,A particular person was categorized to have a particular thing.,0.5753078460693359,-0.47350549697875977,-0.7356191873550415,-1.0048468112945557
cause,NP_to_VPeventive,active,negative,False,Someone didn\'t cause a particular person to do a particular thing.,0.16912612318992615,-1.1597750186920166,-0.6450956463813782,-1.142610788345337
cause,NP_to_VPeventive,active,positive,False,Someone caused a particular person to do a particular thing.,1.315253496170044,0.6199374198913574,-0.39866316318511963,-1.477874517440796
cause,NP_to_VPstative,active,negative,False,Someone didn\'t cause a particular person to have a particular thing.,-0.9115158319473267,-1.0500624179840088,-0.9325557947158813,-1.141933798789978
cause,NP_to_VPstative,active,positive,False,Someone caused a particular person to have a particular thing.,1.7429941892623901,0.27063214778900146,-0.061536334455013275,-1.2967299222946167
caution,NP_to_VPeventive,active,negative,False,Someone didn\'t caution a particular person to do a particular thing.,-0.7497554421424866,-0.4977303147315979,-0.4740232825279236,-1.1393368244171143
caution,NP_to_VPeventive,active,positive,False,Someone cautioned a particular person to do a particular thing.,-0.44167134165763855,-0.7129210829734802,-0.6765475869178772,-1.1626468896865845
caution,to_VPeventive,passive,negative,False,A particular person wasn\'t cautioned to do a particular thing.,-0.44872328639030457,-0.5179548263549805,-0.7059906721115112,-1.3114687204360962
caution,to_VPeventive,passive,positive,False,A particular person was cautioned to do a particular thing.,-0.5198849439620972,0.23027072846889496,-0.4374369978904724,-0.6089762449264526
cease,to_VPeventive,active,negative,False,A particular person didn\'t cease to do a particular thing.,1.5820118188858032,-0.21503834426403046,-0.6299111843109131,-1.2509779930114746
cease,to_VPeventive,active,positive,False,A particular person ceased to do a particular thing.,-2.074017286300659,0.6810820698738098,-1.2764537334442139,-1.4779406785964966
cease,to_VPstative,active,negative,False,A particular person didn\'t cease to have a particular thing.,1.2432883977890015,-0.8494036793708801,-0.8352358937263489,-0.9408472776412964
cease,to_VPstative,active,positive,False,A particular person ceased to have a particular thing.,-2.379024028778076,0.6813765168190002,-1.4475207328796387,-1.0843104124069214
celebrate,that_S,active,negative,False,Someone didn\'t celebrate that a particular thing happened,0.2021518498659134,-0.48573586344718933,-0.7076040506362915,-1.2028864622116089
celebrate,that_S,active,negative,True,John didn't celebrate that a particular thing happened,1.2685319185256958,0.0741972103714943,-0.49251389503479004,-1.3204139471054077
celebrate,that_S,active,positive,False,Someone celebrated that a particular thing happened,1.643150806427002,2.48508882522583,-0.056693147867918015,-0.19996677339076996
celebrate,that_S,active,positive,True,John celebrated that a particular thing happened,1.6958799362182617,2.105394124984741,-0.07595761865377426,-0.7486435174942017
celebrate,to_VPstative,active,negative,False,A particular person didn\'t celebrate to have a particular thing.,-0.5209166407585144,-1.2688119411468506,-1.0788463354110718,-1.1313145160675049
celebrate,to_VPstative,active,positive,False,A particular person celebrated to have a particular thing.,0.9711922407150269,-0.834784984588623,-0.5769335627555847,-2.1527609825134277
certify,that_S,active,negative,False,Someone didn\'t certify that a particular thing happened,0.20461077988147736,-0.6525768041610718,-0.8876954317092896,-1.8756908178329468
certify,that_S,active,negative,True,John didn't certify that a particular thing happened,-0.4340837597846985,-0.03171689063310623,-0.9258403778076172,-1.1631582975387573
certify,that_S,active,positive,False,Someone certified that a particular thing happened,1.245491862297058,1.2695534229278564,-0.4831119477748871,-1.1513316631317139
certify,that_S,active,positive,True,John certified that a particular thing happened,1.2809206247329712,1.7394148111343384,-0.537912130355835,-1.1413480043411255
certify,to_VPeventive,passive,negative,False,A particular person wasn\'t certified to do a particular thing.,-0.8218307495117188,0.8480868935585022,-0.9393558502197266,-0.5706635117530823
certify,to_VPeventive,passive,positive,False,A particular person was certified to do a particular thing.,0.21450792253017426,0.9156072735786438,-0.6416372060775757,-0.821799635887146
certify,to_VPstative,active,negative,False,A particular person didn\'t certify to have a particular thing.,-2.0058395862579346,-1.2203797101974487,-0.6432638168334961,-1.262764811515808
certify,to_VPstative,active,positive,False,A particular person certified to have a particular thing.,-0.06411917507648468,-0.7036871314048767,-0.6511715054512024,-1.7371208667755127
certify,to_VPstative,passive,negative,False,A particular person wasn\'t certified to have a particular thing.,-1.0174481868743896,-0.06124000623822212,-0.6398231983184814,-1.0302035808563232
certify,to_VPstative,passive,positive,False,A particular person was certified to have a particular thing.,0.28731298446655273,0.6736406683921814,-0.5869091749191284,-0.5819615125656128
challenge,NP_to_VPeventive,active,negative,False,Someone didn\'t challenge a particular person to do a particular thing.,-1.311678409576416,-0.5039548277854919,-0.6525344252586365,-1.109778642654419
challenge,NP_to_VPeventive,active,positive,False,Someone challenged a particular person to do a particular thing.,-0.3691018223762512,0.5050349235534668,-0.571960985660553,-1.1961594820022583
challenge,that_S,active,negative,False,Someone didn\'t challenge that a particular thing happened,0.2505527436733246,-0.09749819338321686,-0.9608821868896484,-1.1773998737335205
challenge,that_S,active,negative,True,John didn't challenge that a particular thing happened,-0.22407211363315582,-0.6497050523757935,-0.828041672706604,-1.271958589553833
challenge,that_S,active,positive,False,Someone challenged that a particular thing happened,-0.33250850439071655,-0.18002529442310333,-0.9468367695808411,-1.0720982551574707
challenge,that_S,active,positive,True,John challenged that a particular thing happened,-0.3693317472934723,0.21183355152606964,-0.7913230657577515,-1.3230383396148682
challenge,that_S,passive,negative,False,Someone wasn\'t challenged that a particular thing happened,-0.05251225084066391,-1.7792962789535522,-0.842819333076477,-1.229799509048462
challenge,that_S,passive,negative,True,John wasn't challenged that a particular thing happened,-0.4578251540660858,-0.26268282532691956,-0.9234329462051392,-1.3033868074417114
challenge,that_S,passive,positive,False,Someone was challenged that a particular thing happened,-0.24768798053264618,-1.0892672538757324,-0.7614789009094238,-1.3848203420639038
challenge,that_S,passive,positive,True,John was challenged that a particular thing happened,-0.6785188913345337,-0.8236063718795776,-0.793461799621582,-1.2328213453292847
challenge,to_VPeventive,passive,negative,False,A particular person wasn\'t challenged to do a particular thing.,-1.1449060440063477,-0.07488855719566345,-0.6521583199501038,-0.9742008447647095
challenge,to_VPeventive,passive,positive,False,A particular person was challenged to do a particular thing.,-0.7425362467765808,0.6881356239318848,-0.6307960748672485,-0.8944476842880249
challenge,to_VPstative,passive,negative,False,A particular person wasn\'t challenged to have a particular thing.,-0.904951810836792,-1.0846738815307617,-0.9557372331619263,-1.0696327686309814
challenge,to_VPstative,passive,positive,False,A particular person was challenged to have a particular thing.,-0.5649735927581787,-0.1290941685438156,-0.4050033986568451,-1.0216251611709595
chant,for_NP_to_VP,active,negative,False,Someone didn\'t chant for a particular thing to happen.,-0.5835778117179871,-1.5129354000091553,-0.5961478352546692,-1.1550918817520142
chant,for_NP_to_VP,active,positive,False,Someone chanted for a particular thing to happen.,-0.5649735927581787,-0.2539450228214264,-0.4050033986568451,-1.2249021530151367
chant,that_S,active,negative,False,Someone didn\'t chant that a particular thing happened,-0.438950777053833,-1.3904294967651367,-0.925046443939209,-1.6662445068359375
chant,that_S,active,negative,True,John didn't chant that a particular thing happened,-0.34982430934906006,-0.34524157643318176,-0.7622782588005066,-1.506746530532837
chant,that_S,active,positive,False,Someone chanted that a particular thing happened,1.191033124923706,-0.2528055012226105,-0.5267237424850464,-1.5096948146820068
chant,that_S,active,positive,True,John chanted that a particular thing happened,0.9621819257736206,-0.12782377004623413,-0.43110403418540955,-1.6299329996109009
chant,to_VPeventive,active,negative,False,A particular person didn\'t chant to do a particular thing.,-0.7130827307701111,-1.3419135808944702,-0.6380542516708374,-1.820704698562622
chant,to_VPeventive,active,positive,False,A particular person chanted to do a particular thing.,-0.7024173140525818,-1.5655080080032349,-0.5199050903320312,-1.6332800388336182
characterize,to_VPstative,passive,negative,False,A particular person wasn\'t characterized to have a particular thing.,-0.6136105060577393,-0.6346176862716675,-0.49457016587257385,-1.2689716815948486
characterize,to_VPstative,passive,positive,False,A particular person was characterized to have a particular thing.,-0.21758821606636047,0.2877237796783447,-0.6669319272041321,-1.1606467962265015
charge,NP_to_VPeventive,active,negative,False,Someone didn\'t charge a particular person to do a particular thing.,-0.7648599147796631,-0.16832274198532104,-1.0133756399154663,-1.1168711185455322
charge,NP_to_VPeventive,active,positive,False,Someone charged a particular person to do a particular thing.,0.047568514943122864,-0.05893615633249283,-0.8411420583724976,-0.9203165173530579
charge,NP_to_VPstative,active,negative,False,Someone didn\'t charge a particular person to have a particular thing.,0.009071949869394302,-0.7544763684272766,-0.6695455312728882,-1.2743628025054932
charge,NP_to_VPstative,active,positive,False,Someone charged a particular person to have a particular thing.,-0.45367175340652466,-0.9267047047615051,-0.5517870187759399,-1.6035445928573608
charge,that_S,active,negative,False,Someone didn\'t charge that a particular thing happened,-0.36141863465309143,-1.1187665462493896,-0.704565167427063,-1.6069217920303345
charge,that_S,active,negative,True,John didn't charge that a particular thing happened,-0.7197866439819336,-0.9459994435310364,-0.6862494349479675,-1.5222423076629639
charge,that_S,active,positive,False,Someone charged that a particular thing happened,0.11683389544487,-1.698320746421814,-0.778043270111084,-1.2421859502792358
charge,that_S,active,positive,True,John charged that a particular thing happened,-0.42901426553726196,-0.28797557950019836,-0.8628438711166382,-1.3804688453674316
charge,to_VPeventive,passive,negative,False,A particular person wasn\'t charged to do a particular thing.,-0.45583775639533997,-0.6907440423965454,-0.7797565460205078,-1.277456283569336
charge,to_VPeventive,passive,positive,False,A particular person was charged to do a particular thing.,-0.42816343903541565,0.5365961194038391,-0.4591248035430908,-1.415672779083252
charm,NP_to_VPeventive,active,negative,False,Someone didn\'t charm a particular person to do a particular thing.,-1.0963408946990967,-1.265907645225525,-0.9025079011917114,-1.2091561555862427
charm,NP_to_VPeventive,active,positive,False,Someone charmed a particular person to do a particular thing.,1.7139482498168945,1.0210801362991333,-0.31810787320137024,-0.40026259422302246
charm,that_S,passive,negative,False,Someone wasn\'t charmed that a particular thing happened,0.6742963790893555,-1.2055257558822632,-0.5168193578720093,-1.3090603351593018
charm,that_S,passive,negative,True,John wasn't charmed that a particular thing happened,0.890359103679657,-0.811974048614502,-0.476694256067276,-1.4818695783615112
charm,that_S,passive,positive,False,Someone was charmed that a particular thing happened,1.153725028038025,0.17700202763080597,-0.4580267369747162,-1.1763782501220703
charm,that_S,passive,positive,True,John was charmed that a particular thing happened,1.6587942838668823,-0.46274369955062866,-0.25571680068969727,-1.8040945529937744
charm,to_VPstative,passive,negative,False,A particular person wasn\'t charmed to have a particular thing.,-0.04667290672659874,-0.21303442120552063,-1.4055602550506592,-0.9067593812942505
charm,to_VPstative,passive,positive,False,A particular person was charmed to have a particular thing.,1.6544758081436157,0.23905117809772491,-0.3273566961288452,-1.149109125137329
chastise,NP_to_VPeventive,active,negative,False,Someone didn\'t chastise a particular person to do a particular thing.,-0.580839216709137,-1.2536590099334717,-0.7332342863082886,-1.7807435989379883
chastise,NP_to_VPeventive,active,positive,False,Someone chastised a particular person to do a particular thing.,-0.21898528933525085,-0.43039458990097046,-0.7623021602630615,-1.4810391664505005
chastise,that_S,passive,negative,False,Someone wasn\'t chastised that a particular thing happened,1.2655898332595825,-0.7905098795890808,-0.45296818017959595,-1.1795635223388672
chastise,that_S,passive,negative,True,John wasn't chastised that a particular thing happened,-0.16602827608585358,-1.4755383729934692,-0.6571671366691589,-1.436227560043335
chastise,that_S,passive,positive,False,Someone was chastised that a particular thing happened,0.7762323021888733,-0.2978493273258209,-0.49820685386657715,-1.3737895488739014
chastise,that_S,passive,positive,True,John was chastised that a particular thing happened,0.9673891067504883,-1.1070164442062378,-0.5230003595352173,-1.5185750722885132
chatter,that_S,active,negative,False,Someone didn\'t chatter that a particular thing happened,0.1034841239452362,-1.0035860538482666,-0.9464400410652161,-1.2697975635528564
chatter,that_S,active,negative,True,John didn't chatter that a particular thing happened,-0.5136339068412781,-1.1768901348114014,-0.8162795901298523,-1.7835321426391602
chatter,that_S,active,positive,False,Someone chattered that a particular thing happened,1.0735657215118408,-0.55805903673172,-0.40401047468185425,-1.5341503620147705
chatter,that_S,active,positive,True,John chattered that a particular thing happened,1.2824382781982422,-0.23796825110912323,-0.42560139298439026,-0.9872490167617798
check,for_NP_to_VP,active,negative,False,Someone didn\'t check for a particular thing to happen.,-0.85396409034729,-0.540208101272583,-0.6357564926147461,-1.0555894374847412
check,for_NP_to_VP,active,positive,False,Someone checked for a particular thing to happen.,-0.5426000356674194,-0.15644802153110504,-0.5213102698326111,-1.4323498010635376
check,that_S,active,negative,False,Someone didn\'t check that a particular thing happened,-0.41883185505867004,0.16303379833698273,-0.8282411694526672,-1.2901263236999512
check,that_S,active,negative,True,John didn't check that a particular thing happened,-0.4614294171333313,0.45684659481048584,-0.6762779951095581,-1.0790802240371704
check,that_S,active,positive,False,Someone checked that a particular thing happened,-0.15151382982730865,1.1725902557373047,-0.9721359014511108,-0.6383042335510254
check,that_S,active,positive,True,John checked that a particular thing happened,-0.19585761427879333,0.9060163497924805,-0.6352964639663696,-0.9115543365478516
check,to_VPstative,active,negative,False,A particular person didn\'t check to have a particular thing.,-0.4504958391189575,-1.1856322288513184,-0.6051231622695923,-1.719225525856018
check,to_VPstative,active,positive,False,A particular person checked to have a particular thing.,-0.15344205498695374,-0.7489984631538391,-0.4619405269622803,-1.5042221546173096
cheer,NP_to_VPeventive,active,negative,False,Someone didn\'t cheer a particular person to do a particular thing.,-0.8680297136306763,-0.6471884846687317,-0.5069605708122253,-1.079085350036621
cheer,NP_to_VPeventive,active,positive,False,Someone cheered a particular person to do a particular thing.,-0.38141852617263794,-0.28222253918647766,-0.6012839078903198,-1.2397918701171875
cheer,for_NP_to_VP,active,negative,False,Someone didn\'t cheer for a particular thing to happen.,-0.4038895070552826,-0.2960117757320404,-0.43950945138931274,-0.8739814758300781
cheer,for_NP_to_VP,active,positive,False,Someone cheered for a particular thing to happen.,-0.45763394236564636,1.1927127838134766,-0.5989837050437927,-0.7367268204689026
cheer,that_S,active,negative,False,Someone didn\'t cheer that a particular thing happened,0.5146449208259583,-0.9592764377593994,-0.728390634059906,-1.394447684288025
cheer,that_S,active,negative,True,John didn't cheer that a particular thing happened,-0.05042024701833725,-0.35420846939086914,-0.8413470983505249,-1.7214934825897217
cheer,that_S,active,positive,False,Someone cheered that a particular thing happened,1.653045415878296,1.2375879287719727,-0.05923193693161011,-0.4063137173652649
cheer,that_S,active,positive,True,John cheered that a particular thing happened,1.623963475227356,0.7844905853271484,-0.2884034216403961,-1.359241247177124
cheer,that_S,passive,negative,False,Someone wasn\'t cheered that a particular thing happened,0.760443389415741,-1.6847835779190063,-0.43738025426864624,-1.6749513149261475
cheer,that_S,passive,negative,True,John wasn't cheered that a particular thing happened,0.9142842888832092,-1.7705302238464355,-0.6246253252029419,-1.4082930088043213
cheer,that_S,passive,positive,False,Someone was cheered that a particular thing happened,1.6855658292770386,-1.0189292430877686,-0.07072532176971436,-1.792750358581543
cheer,that_S,passive,positive,True,John was cheered that a particular thing happened,1.6794840097427368,-0.7772956490516663,-0.2745092511177063,-1.7000102996826172
choose,NP_to_VPeventive,active,negative,False,Someone didn\'t choose a particular person to do a particular thing.,-1.5468934774398804,-0.6216104626655579,-0.8053269386291504,-1.4171966314315796
choose,NP_to_VPeventive,active,positive,False,Someone chose a particular person to do a particular thing.,0.05058537423610687,1.0619686841964722,-0.7264316082000732,-1.1072609424591064
choose,NP_to_VPstative,active,negative,False,Someone didn\'t choose a particular person to have a particular thing.,-1.2243000268936157,-1.0811876058578491,-0.7373254895210266,-1.318527102470398
choose,NP_to_VPstative,active,positive,False,Someone chose a particular person to have a particular thing.,0.142060324549675,0.5357000827789307,-0.5473604202270508,-1.177687168121338
choose,for_NP_to_VP,active,negative,False,Someone didn\'t choose for a particular thing to happen.,-0.30702337622642517,0.5057552456855774,-0.7577314972877502,-0.689237654209137
choose,for_NP_to_VP,active,positive,False,Someone chose for a particular thing to happen.,0.6091707348823547,1.130423665046692,-0.4920751452445984,-0.9432770013809204
choose,to_VPeventive,active,negative,False,A particular person didn\'t choose to do a particular thing.,-1.116668462753296,0.113810233771801,-0.939752459526062,-1.395204782485962
choose,to_VPeventive,active,positive,False,A particular person chose to do a particular thing.,1.6389729976654053,1.9645529985427856,-0.5755742192268372,-0.3585726320743561
choose,to_VPeventive,passive,negative,False,A particular person wasn\'t chosen to do a particular thing.,-2.420285224914551,1.0202661752700806,-0.7933677434921265,-1.0788912773132324
choose,to_VPeventive,passive,positive,False,A particular person was chosen to do a particular thing.,-0.028569724410772324,2.3455488681793213,-0.6292352080345154,-0.47522348165512085
choose,to_VPstative,passive,negative,False,A particular person wasn\'t chosen to have a particular thing.,-1.8152788877487183,0.5773908495903015,-0.898259162902832,-0.7672956585884094
choose,to_VPstative,passive,positive,False,A particular person was chosen to have a particular thing.,0.6653945446014404,0.6236531138420105,-0.5242606401443481,-0.7751542329788208
chronicle,that_S,active,negative,False,Someone didn\'t chronicle that a particular thing happened,-0.06539138406515121,-0.6219788789749146,-0.9886260032653809,-1.9268070459365845
chronicle,that_S,active,negative,True,John didn't chronicle that a particular thing happened,-0.5885570645332336,-0.10876951366662979,-0.9086724519729614,-1.5909425020217896
chronicle,that_S,active,positive,False,Someone chronicled that a particular thing happened,0.9706311821937561,0.8646248579025269,-0.7267175316810608,-0.8345525860786438
chronicle,that_S,active,positive,True,John chronicled that a particular thing happened,1.7188494205474854,0.9484877586364746,-0.3357737362384796,-0.7935701608657837
chronicle,to_VPeventive,passive,negative,False,A particular person wasn\'t chronicled to do a particular thing.,-1.305239200592041,-0.42182657122612,-0.7620470523834229,-1.5008219480514526
chronicle,to_VPeventive,passive,positive,False,A particular person was chronicled to do a particular thing.,1.7406954765319824,-0.012338200584053993,-0.2959029972553253,-0.8431973457336426
circulate,that_S,active,negative,False,Someone didn\'t circulate that a particular thing happened,0.24177642166614532,-0.5899327397346497,-0.8843280673027039,-1.4857457876205444
circulate,that_S,active,negative,True,John didn't circulate that a particular thing happened,0.004379732999950647,0.004911927971988916,-0.9237327575683594,-1.1477130651474
circulate,that_S,active,positive,False,Someone circulated that a particular thing happened,0.504558801651001,-0.021759042516350746,-0.7585253119468689,-1.411792516708374
circulate,that_S,active,positive,True,John circulated that a particular thing happened,0.4487932622432709,-0.02268732711672783,-0.6371296644210815,-1.423215627670288
