participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
15	2	35	forget	NP Ved that S	7	True	Someone forgot that something happened.
15	2	36	think	NP Ved NP about NP	2	True	Someone thought someone about something.
15	2	37	say	It Ved NP WH S	4	True	It said someone where something happened.
15	2	38	feel	NP Ved there to VP	6	True	Someone felt there to be a particular thing in a particular place.
15	2	39	doubt	NP Ved WH S	7	True	Someone doubted how something happened.
15	2	40	hope	It Ved NP that S notense	1	True	It hoped someone that something happen.
15	2	41	forget	NP Ved it that S	5	True	Someone forgot it that something happened.
15	2	42	demand	NP Ved NP that S	2	True	Someone demanded someone that something happened.
15	2	43	suppose	NP was Ved that S notense	2	True	Someone was supposed that something happen.
15	2	44	see	NP Ved NP NP	1	True	Someone saw someone something.
15	2	45	say	It Ved NP WH to VP	4	True	It said someone where to do something.
15	2	46	deny	It Ved NP WH S	3	True	It denied someone where something happened.
15	2	47	doubt	NP Ved if S	7	True	Someone doubted if something happened.
15	2	48	imagine	NP Ved WH to VP	4	True	Someone imagined why to do something.
15	2	49	hope	It Ved NP to VP	1	True	It hoped someone to do something.
15	2	50	imagine	S, NP Ved	5	True	Something happened, someone imagined.
15	2	51	guess	It Ved NP WH S	1	True	It guessed someone how something happened.
15	2	52	hate	NP Ved NP NP	1	True	Someone hated someone something.
15	2	53	understand	NP Ved NP S notense	1	True	Someone understood someone something happen.
15	2	54	suppose	NP Ved WH S	1	True	Someone supposed where something happened.
15	2	55	need	NP Ved NP S	2	True	Someone needed someone something happened.
15	2	56	hear	It Ved NP WH to VP	1	True	It heard someone why to do something.
15	2	57	amaze	NP Ved that S notense	4	True	Someone amazed that something happen.
15	2	58	realize	NP Ved NP about NP	5	True	Someone realized someone about something.
15	2	59	demand	NP Ved VPing	7	True	Someone demanded doing something.
15	2	60	understand	NP Ved NP	7	True	Someone understood something.
58	2	1	realize	NP Ved S	7	True	Someone realized something happened.
58	2	2	bother	NP Ved NP S	1	True	Someone bothered someone something happened.
58	2	3	promise	NP Ved so	3	True	Someone promised so.
58	2	4	pretend	NP Ved about NP	2	True	Someone pretended about something.
58	2	5	remember	NP Ved NP to VP	1	True	Someone remembered someone to do something.
58	2	6	pretend	NP Ved for NP to VP	2	True	Someone pretended for someone to do something.
58	2	7	bother	NP Ved NP that S notense	5	True	Someone bothered someone that something happen.
58	2	8	think	NP Ved S	7	True	Someone thought something happened.
58	2	9	promise	NP Ved to	7	True	Someone promised to.
58	2	10	love	NP Ved WH S	1	True	Someone loved why something happened.
58	2	11	want	NP Ved about NP	1	True	Someone wanted about something.
58	2	12	deny	It Ved NP WH to VP	1	True	It denied someone where to do something.
58	2	13	allow	NP Ved if S notense	1	True	Someone allowed if something happen.
58	2	14	guess	It Ved NP that S	1	True	It guessed someone that something happened.
58	2	15	believe	NP Ved to VP	2	True	Someone believed to do something.
58	2	16	allow	NP Ved WH to VP	2	True	Someone allowed how to do something.
58	2	17	see	NP Ved	6	True	Someone saw.
58	2	18	tell	NP Ved that S notense	2	True	Someone told that something happen.
58	2	19	feel	NP Ved to NP that S	1	True	Someone felt to someone that something happened.
58	2	20	need	NP Ved NP that S notense	1	True	Someone needed someone that something happen.
58	2	21	remember	NP Ved NP VP	1	True	Someone remembered someone do something.
58	2	22	expect	NP was Ved to VP	7	True	Someone was expected to do something.
58	2	23	worry	NP Ved WH to VP	5	True	Someone worried where to do something.
58	2	24	love	S, I V	1	True	Something happened, I love.
58	2	25	worry	NP Ved to NP that S notense	1	True	Someone worried to someone that something happen.
58	2	26	expect	It Ved NP WH to VP	1	True	It expected someone how to do something.
58	2	27	forbid	NP Ved if S notense	2	True	Someone forbade if something happen.
58	2	28	want	NP Ved for NP to VP	7	True	Someone wanted for someone to do something.
58	2	29	hate	NP Ved	6	True	Someone hated.
58	2	30	forbid	NP Ved WH to VP	5	True	Someone forbade how to do something.
58	2	31	hear	It Ved NP WH S	1	True	It heard someone why something happened.
58	2	32	tell	NP Ved it that S notense	1	True	Someone told it that something happen.
58	2	33	amaze	NP Ved it that S notense	1	True	Someone amazed it that something happen.
58	2	34	believe	NP was Ved that S	2	True	Someone was believed that something happened.
58	2	35	forget	NP Ved that S	7	True	Someone forgot that something happened.
58	2	36	think	NP Ved NP about NP	1	True	Someone thought someone about something.
58	2	37	say	It Ved NP WH S	1	True	It said someone where something happened.
58	2	38	feel	NP Ved there to VP	7	True	Someone felt there to be a particular thing in a particular place.
58	2	39	doubt	NP Ved WH S	7	True	Someone doubted how something happened.
58	2	40	hope	It Ved NP that S notense	1	True	It hoped someone that something happen.
58	2	41	forget	NP Ved it that S	2	True	Someone forgot it that something happened.
58	2	42	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
58	2	43	suppose	NP was Ved that S notense	1	True	Someone was supposed that something happen.
58	2	44	see	NP Ved NP NP	2	True	Someone saw someone something.
58	2	45	say	It Ved NP WH to VP	1	True	It said someone where to do something.
58	2	46	deny	It Ved NP WH S	1	True	It denied someone where something happened.
58	2	47	doubt	NP Ved if S	7	True	Someone doubted if something happened.
58	2	48	imagine	NP Ved WH to VP	5	True	Someone imagined why to do something.
58	2	49	hope	It Ved NP to VP	1	True	It hoped someone to do something.
58	2	50	imagine	S, NP Ved	6	True	Something happened, someone imagined.
58	2	51	guess	It Ved NP WH S	1	True	It guessed someone how something happened.
58	2	52	hate	NP Ved NP NP	2	True	Someone hated someone something.
58	2	53	understand	NP Ved NP S notense	1	True	Someone understood someone something happen.
58	2	54	suppose	NP Ved WH S	4	True	Someone supposed where something happened.
58	2	55	need	NP Ved NP S	1	True	Someone needed someone something happened.
58	2	56	hear	It Ved NP WH to VP	1	True	It heard someone why to do something.
58	2	57	amaze	NP Ved that S notense	2	True	Someone amazed that something happen.
58	2	58	realize	NP Ved NP about NP	1	True	Someone realized someone about something.
58	2	59	demand	NP Ved VPing	5	True	Someone demanded doing something.
58	2	60	understand	NP Ved NP	7	True	Someone understood something.
10	2	1	realize	NP Ved S	7	True	Someone realized something happened.
10	2	2	bother	NP Ved NP S	2	True	Someone bothered someone something happened.
10	2	3	promise	NP Ved so	4	True	Someone promised so.
10	2	4	pretend	NP Ved about NP	6	True	Someone pretended about something.
10	2	5	remember	NP Ved NP to VP	1	True	Someone remembered someone to do something.
10	2	6	pretend	NP Ved for NP to VP	1	True	Someone pretended for someone to do something.
10	2	7	bother	NP Ved NP that S notense	1	True	Someone bothered someone that something happen.
10	2	8	think	NP Ved S	7	True	Someone thought something happened.
10	2	9	promise	NP Ved to	5	True	Someone promised to.
10	2	10	love	NP Ved WH S	1	True	Someone loved why something happened.
10	2	11	want	NP Ved about NP	2	True	Someone wanted about something.
10	2	12	deny	It Ved NP WH to VP	1	True	It denied someone where to do something.
10	2	13	allow	NP Ved if S notense	1	True	Someone allowed if something happen.
10	2	14	guess	It Ved NP that S	1	True	It guessed someone that something happened.
10	2	15	believe	NP Ved to VP	1	True	Someone believed to do something.
10	2	16	allow	NP Ved WH to VP	1	True	Someone allowed how to do something.
10	2	17	see	NP Ved	6	True	Someone saw.
10	2	18	tell	NP Ved that S notense	4	True	Someone told that something happen.
10	2	19	feel	NP Ved to NP that S	1	True	Someone felt to someone that something happened.
10	2	20	need	NP Ved NP that S notense	1	True	Someone needed someone that something happen.
10	2	21	remember	NP Ved NP VP	1	True	Someone remembered someone do something.
10	2	22	expect	NP was Ved to VP	7	True	Someone was expected to do something.
10	2	23	worry	NP Ved WH to VP	6	True	Someone worried where to do something.
10	2	24	love	S, I V	1	True	Something happened, I love.
10	2	25	worry	NP Ved to NP that S notense	2	True	Someone worried to someone that something happen.
10	2	26	expect	It Ved NP WH to VP	1	True	It expected someone how to do something.
10	2	27	forbid	NP Ved if S notense	1	True	Someone forbade if something happen.
10	2	28	want	NP Ved for NP to VP	1	True	Someone wanted for someone to do something.
10	2	29	hate	NP Ved	7	True	Someone hated.
10	2	30	forbid	NP Ved WH to VP	2	True	Someone forbade how to do something.
10	2	31	hear	It Ved NP WH S	1	True	It heard someone why something happened.
10	2	32	tell	NP Ved it that S notense	3	True	Someone told it that something happen.
10	2	33	amaze	NP Ved it that S notense	1	True	Someone amazed it that something happen.
10	2	34	believe	NP was Ved that S	1	True	Someone was believed that something happened.
10	2	35	forget	NP Ved that S	7	True	Someone forgot that something happened.
10	2	36	think	NP Ved NP about NP	1	True	Someone thought someone about something.
10	2	37	say	It Ved NP WH S	1	True	It said someone where something happened.
10	2	38	feel	NP Ved there to VP	2	True	Someone felt there to be a particular thing in a particular place.
10	2	39	doubt	NP Ved WH S	6	True	Someone doubted how something happened.
10	2	40	hope	It Ved NP that S notense	1	True	It hoped someone that something happen.
10	2	41	forget	NP Ved it that S	1	True	Someone forgot it that something happened.
10	2	42	demand	NP Ved NP that S	1	True	Someone demanded someone that something happened.
10	2	43	suppose	NP was Ved that S notense	1	True	Someone was supposed that something happen.
10	2	44	see	NP Ved NP NP	1	True	Someone saw someone something.
10	2	45	say	It Ved NP WH to VP	1	True	It said someone where to do something.
10	2	46	deny	It Ved NP WH S	1	True	It denied someone where something happened.
10	2	47	doubt	NP Ved if S	7	True	Someone doubted if something happened.
10	2	48	imagine	NP Ved WH to VP	3	True	Someone imagined why to do something.
10	2	49	hope	It Ved NP to VP	1	True	It hoped someone to do something.
10	2	50	imagine	S, NP Ved	3	True	Something happened, someone imagined.
10	2	51	guess	It Ved NP WH S	1	True	It guessed someone how something happened.
10	2	52	hate	NP Ved NP NP	1	True	Someone hated someone something.
10	2	53	understand	NP Ved NP S notense	1	True	Someone understood someone something happen.
10	2	54	suppose	NP Ved WH S	3	True	Someone supposed where something happened.
10	2	55	need	NP Ved NP S	1	True	Someone needed someone something happened.
10	2	56	hear	It Ved NP WH to VP	1	True	It heard someone why to do something.
10	2	57	amaze	NP Ved that S notense	1	True	Someone amazed that something happen.
10	2	58	realize	NP Ved NP about NP	1	True	Someone realized someone about something.
10	2	59	demand	NP Ved VPing	3	True	Someone demanded doing something.
10	2	60	understand	NP Ved NP	6	True	Someone understood something.
3	3	1	doubt	NP Ved if S notense	3	True	Someone doubted if something happen.
3	3	2	hate	NP Ved NP	7	True	Someone hated something.
3	3	3	forget	NP Ved it that S notense	2	True	Someone forgot it that something happen.
3	3	4	love	S, NP Ved	5	True	Something happened, someone loved.
3	3	5	expect	It Ved NP that S	2	True	It expected someone that something happened.
3	3	6	believe	NP was Ved that S notense	4	True	Someone was believed that something happen.
3	3	7	need	NP Ved NP VP	3	True	Someone needed someone do something.
3	3	8	want	NP Ved if S	2	True	Someone wanted if something happened.
3	3	9	hear	NP Ved	6	True	Someone heard.
3	3	10	realize	NP Ved NP that S	3	True	Someone realized someone that something happened.
3	3	11	promise	NP Ved to NP that S	6	True	Someone promised to someone that something happened.
3	3	12	demand	NP Ved about NP	5	True	Someone demanded about something.
3	3	13	pretend	NP Ved WH S	6	True	Someone pretended how something happened.
3	3	14	doubt	NP Ved WH to VP	6	True	Someone doubted how to do something.
3	3	15	need	NP Ved NP to VP	7	True	Someone needed someone to do something.
3	3	16	understand	NP Ved NP that S notense	3	True	Someone understood someone that something happen.
3	3	17	deny	It Ved NP WH to VP	2	True	It denied someone why to do something.
3	3	18	pretend	NP Ved if S	5	True	Someone pretended if something happened.
3	3	19	suppose	NP Ved WH S	5	True	Someone supposed why something happened.
3	3	20	say	It Ved NP WH to VP	2	True	It said someone why to do something.
3	3	21	believe	NP Ved WH S	5	True	Someone believed where something happened.
3	3	22	see	NP Ved NP	7	True	Someone saw something.
3	3	23	demand	NP Ved for NP to VP	6	True	Someone demanded for someone to do something.
3	3	24	forbid	NP Ved it that S	3	True	Someone forbade it that something happened.
3	3	25	amaze	NP Ved so	2	True	Someone amazed so.
3	3	26	think	NP Ved VPing	3	True	Someone thought doing something.
3	3	27	forget	NP Ved that S notense	4	True	Someone forgot that something happen.
3	3	28	hear	NP Ved NP NP	7	True	Someone heard someone something.
3	3	29	forbid	NP Ved that S	6	True	Someone forbade that something happened.
3	3	30	amaze	NP Ved to	2	True	Someone amazed to.
3	3	31	want	NP Ved WH S	3	True	Someone wanted how something happened.
3	3	32	remember	NP Ved S	3	True	Someone remembered something happened.
3	3	33	hate	NP Ved NP S notense	3	True	Someone hated someone something happen.
3	3	34	allow	NP Ved that S	5	True	Someone allowed that something happened.
3	3	35	imagine	NP was Ved to VP	6	True	Someone was imagined to do something.
3	3	36	guess	It Ved NP that S notense	5	True	It guessed someone that something happen.
3	3	37	realize	NP Ved VPing	3	True	Someone realized doing something.
3	3	38	bother	NP Ved NP VP	3	True	Someone bothered someone do something.
3	3	39	hope	It Ved NP WH to VP	3	True	It hoped someone where to do something.
3	3	40	worry	NP Ved to VP	5	True	Someone worried to do something.
3	3	41	allow	NP Ved it that S	3	True	Someone allowed it that something happened.
3	3	42	tell	NP Ved to	5	True	Someone told to.
3	3	43	tell	NP Ved so	5	True	Someone told so.
3	3	44	imagine	It Ved NP WH to VP	4	True	It imagined someone how to do something.
3	3	45	love	NP Ved WH to VP	3	True	Someone loved why to do something.
3	3	46	see	NP Ved NP S notense	3	True	Someone saw someone something happen.
3	3	47	expect	It Ved NP WH S	4	True	It expected someone how something happened.
3	3	48	remember	NP Ved NP about NP	3	True	Someone remembered someone about something.
3	3	49	hope	It Ved NP WH S	3	True	It hoped someone where something happened.
3	3	50	promise	NP Ved there to VP	4	True	Someone promised there to be a particular thing in a particular place.
3	3	51	bother	NP Ved NP to VP	3	True	Someone bothered someone to do something.
3	3	52	suppose	S, I V	7	True	Something happened, I suppose.
3	3	53	deny	It Ved NP WH S	5	True	It denied someone why something happened.
3	3	54	say	It Ved NP WH S	2	True	It said someone why something happened.
3	3	55	worry	NP was Ved that S	6	True	Someone was worried that something happened.
3	3	56	think	NP Ved NP that S	3	True	Someone thought someone that something happened.
3	3	57	guess	It Ved NP to VP	2	True	It guessed someone to do something.
3	3	58	feel	NP Ved to NP that S notense	3	True	Someone felt to someone that something happen.
3	3	59	understand	NP Ved NP S	3	True	Someone understood someone something happened.
3	3	60	feel	NP Ved WH to VP	2	True	Someone felt where to do something.
69	3	1	doubt	NP Ved if S notense	6	True	Someone doubted if something happen.
69	3	2	hate	NP Ved NP	7	True	Someone hated something.
69	3	3	forget	NP Ved it that S notense	2	True	Someone forgot it that something happen.
69	3	4	love	S, NP Ved	6	True	Something happened, someone loved.
69	3	5	expect	It Ved NP that S	2	True	It expected someone that something happened.
69	3	6	believe	NP was Ved that S notense	2	True	Someone was believed that something happen.
69	3	7	need	NP Ved NP VP	5	True	Someone needed someone do something.
69	3	8	want	NP Ved if S	2	True	Someone wanted if something happened.
69	3	9	hear	NP Ved	7	True	Someone heard.
69	3	10	realize	NP Ved NP that S	1	True	Someone realized someone that something happened.
69	3	11	promise	NP Ved to NP that S	7	True	Someone promised to someone that something happened.
69	3	12	demand	NP Ved about NP	6	True	Someone demanded about something.
69	3	13	pretend	NP Ved WH S	5	True	Someone pretended how something happened.
69	3	14	doubt	NP Ved WH to VP	5	True	Someone doubted how to do something.
69	3	15	need	NP Ved NP to VP	7	True	Someone needed someone to do something.
69	3	16	understand	NP Ved NP that S notense	5	True	Someone understood someone that something happen.
69	3	17	deny	It Ved NP WH to VP	1	True	It denied someone why to do something.
69	3	18	pretend	NP Ved if S	7	True	Someone pretended if something happened.
69	3	19	suppose	NP Ved WH S	5	True	Someone supposed why something happened.
69	3	20	say	It Ved NP WH to VP	2	True	It said someone why to do something.
69	3	21	believe	NP Ved WH S	6	True	Someone believed where something happened.
69	3	22	see	NP Ved NP	7	True	Someone saw something.
69	3	23	demand	NP Ved for NP to VP	7	True	Someone demanded for someone to do something.
69	3	24	forbid	NP Ved it that S	5	True	Someone forbade it that something happened.
69	3	25	amaze	NP Ved so	2	True	Someone amazed so.
69	3	26	think	NP Ved VPing	4	True	Someone thought doing something.
69	3	27	forget	NP Ved that S notense	7	True	Someone forgot that something happen.
69	3	28	hear	NP Ved NP NP	7	True	Someone heard someone something.
69	3	29	forbid	NP Ved that S	6	True	Someone forbade that something happened.
69	3	30	amaze	NP Ved to	4	True	Someone amazed to.
69	3	31	want	NP Ved WH S	2	True	Someone wanted how something happened.
69	3	32	remember	NP Ved S	7	True	Someone remembered something happened.
69	3	33	hate	NP Ved NP S notense	5	True	Someone hated someone something happen.
69	3	34	allow	NP Ved that S	3	True	Someone allowed that something happened.
69	3	35	imagine	NP was Ved to VP	5	True	Someone was imagined to do something.
69	3	36	guess	It Ved NP that S notense	3	True	It guessed someone that something happen.
69	3	37	realize	NP Ved VPing	7	True	Someone realized doing something.
69	3	38	bother	NP Ved NP VP	3	True	Someone bothered someone do something.
69	3	39	hope	It Ved NP WH to VP	2	True	It hoped someone where to do something.
69	3	40	worry	NP Ved to VP	5	True	Someone worried to do something.
69	3	41	allow	NP Ved it that S	7	True	Someone allowed it that something happened.
69	3	42	tell	NP Ved to	6	True	Someone told to.
69	3	43	tell	NP Ved so	7	True	Someone told so.
69	3	44	imagine	It Ved NP WH to VP	2	True	It imagined someone how to do something.
69	3	45	love	NP Ved WH to VP	2	True	Someone loved why to do something.
69	3	46	see	NP Ved NP S notense	5	True	Someone saw someone something happen.
69	3	47	expect	It Ved NP WH S	2	True	It expected someone how something happened.
69	3	48	remember	NP Ved NP about NP	5	True	Someone remembered someone about something.
69	3	49	hope	It Ved NP WH S	2	True	It hoped someone where something happened.
69	3	50	promise	NP Ved there to VP	7	True	Someone promised there to be a particular thing in a particular place.
69	3	51	bother	NP Ved NP to VP	6	True	Someone bothered someone to do something.
69	3	52	suppose	S, I V	7	True	Something happened, I suppose.
69	3	53	deny	It Ved NP WH S	3	True	It denied someone why something happened.
69	3	54	say	It Ved NP WH S	4	True	It said someone why something happened.
69	3	55	worry	NP was Ved that S	7	True	Someone was worried that something happened.
69	3	56	think	NP Ved NP that S	2	True	Someone thought someone that something happened.
69	3	57	guess	It Ved NP to VP	2	True	It guessed someone to do something.
69	3	58	feel	NP Ved to NP that S notense	1	True	Someone felt to someone that something happen.
69	3	59	understand	NP Ved NP S	2	True	Someone understood someone something happened.
69	3	60	feel	NP Ved WH to VP	7	True	Someone felt where to do something.
18	3	1	doubt	NP Ved if S notense	7	True	Someone doubted if something happen.
18	3	2	hate	NP Ved NP	7	True	Someone hated something.
18	3	3	forget	NP Ved it that S notense	3	True	Someone forgot it that something happen.
18	3	4	love	S, NP Ved	5	True	Something happened, someone loved.
18	3	5	expect	It Ved NP that S	2	True	It expected someone that something happened.
18	3	6	believe	NP was Ved that S notense	4	True	Someone was believed that something happen.
18	3	7	need	NP Ved NP VP	7	True	Someone needed someone do something.
18	3	8	want	NP Ved if S	1	True	Someone wanted if something happened.
18	3	9	hear	NP Ved	7	True	Someone heard.
18	3	10	realize	NP Ved NP that S	1	True	Someone realized someone that something happened.
18	3	11	promise	NP Ved to NP that S	7	True	Someone promised to someone that something happened.
18	3	12	demand	NP Ved about NP	5	True	Someone demanded about something.
18	3	13	pretend	NP Ved WH S	7	True	Someone pretended how something happened.
18	3	14	doubt	NP Ved WH to VP	7	True	Someone doubted how to do something.
18	3	15	need	NP Ved NP to VP	7	True	Someone needed someone to do something.
18	3	16	understand	NP Ved NP that S notense	7	True	Someone understood someone that something happen.
18	3	17	deny	It Ved NP WH to VP	2	True	It denied someone why to do something.
18	3	18	pretend	NP Ved if S	4	True	Someone pretended if something happened.
18	3	19	suppose	NP Ved WH S	7	True	Someone supposed why something happened.
18	3	20	say	It Ved NP WH to VP	1	True	It said someone why to do something.
18	3	21	believe	NP Ved WH S	5	True	Someone believed where something happened.
18	3	22	see	NP Ved NP	7	True	Someone saw something.
18	3	23	demand	NP Ved for NP to VP	7	True	Someone demanded for someone to do something.
18	3	24	forbid	NP Ved it that S	6	True	Someone forbade it that something happened.
18	3	25	amaze	NP Ved so	3	True	Someone amazed so.
18	3	26	think	NP Ved VPing	3	True	Someone thought doing something.
18	3	27	forget	NP Ved that S notense	7	True	Someone forgot that something happen.
18	3	28	hear	NP Ved NP NP	2	True	Someone heard someone something.
18	3	29	forbid	NP Ved that S	5	True	Someone forbade that something happened.
18	3	30	amaze	NP Ved to	3	True	Someone amazed to.
18	3	31	want	NP Ved WH S	1	True	Someone wanted how something happened.
18	3	32	remember	NP Ved S	7	True	Someone remembered something happened.
18	3	33	hate	NP Ved NP S notense	2	True	Someone hated someone something happen.
18	3	34	allow	NP Ved that S	5	True	Someone allowed that something happened.
18	3	35	imagine	NP was Ved to VP	7	True	Someone was imagined to do something.
18	3	36	guess	It Ved NP that S notense	2	True	It guessed someone that something happen.
18	3	37	realize	NP Ved VPing	5	True	Someone realized doing something.
18	3	38	bother	NP Ved NP VP	2	True	Someone bothered someone do something.
18	3	39	hope	It Ved NP WH to VP	1	True	It hoped someone where to do something.
18	3	40	worry	NP Ved to VP	3	True	Someone worried to do something.
18	3	41	allow	NP Ved it that S	5	True	Someone allowed it that something happened.
18	3	42	tell	NP Ved to	6	True	Someone told to.
18	3	43	tell	NP Ved so	2	True	Someone told so.
18	3	44	imagine	It Ved NP WH to VP	1	True	It imagined someone how to do something.
18	3	45	love	NP Ved WH to VP	1	True	Someone loved why to do something.
18	3	46	see	NP Ved NP S notense	1	True	Someone saw someone something happen.
18	3	47	expect	It Ved NP WH S	1	True	It expected someone how something happened.
18	3	48	remember	NP Ved NP about NP	2	True	Someone remembered someone about something.
18	3	49	hope	It Ved NP WH S	3	True	It hoped someone where something happened.
18	3	50	promise	NP Ved there to VP	6	True	Someone promised there to be a particular thing in a particular place.
18	3	51	bother	NP Ved NP to VP	7	True	Someone bothered someone to do something.
18	3	52	suppose	S, I V	7	True	Something happened, I suppose.
18	3	53	deny	It Ved NP WH S	2	True	It denied someone why something happened.
18	3	54	say	It Ved NP WH S	3	True	It said someone why something happened.
18	3	55	worry	NP was Ved that S	7	True	Someone was worried that something happened.
18	3	56	think	NP Ved NP that S	3	True	Someone thought someone that something happened.
18	3	57	guess	It Ved NP to VP	4	True	It guessed someone to do something.
18	3	58	feel	NP Ved to NP that S notense	5	True	Someone felt to someone that something happen.
18	3	59	understand	NP Ved NP S	2	True	Someone understood someone something happened.
18	3	60	feel	NP Ved WH to VP	6	True	Someone felt where to do something.
86	3	1	doubt	NP Ved if S notense	1	True	Someone doubted if something happen.
86	3	2	hate	NP Ved NP	7	True	Someone hated something.
86	3	3	forget	NP Ved it that S notense	1	True	Someone forgot it that something happen.
86	3	4	love	S, NP Ved	6	True	Something happened, someone loved.
86	3	5	expect	It Ved NP that S	1	True	It expected someone that something happened.
86	3	6	believe	NP was Ved that S notense	2	True	Someone was believed that something happen.
86	3	7	need	NP Ved NP VP	2	True	Someone needed someone do something.
86	3	8	want	NP Ved if S	1	True	Someone wanted if something happened.
86	3	9	hear	NP Ved	7	True	Someone heard.
86	3	10	realize	NP Ved NP that S	1	True	Someone realized someone that something happened.
86	3	11	promise	NP Ved to NP that S	7	True	Someone promised to someone that something happened.
86	3	12	demand	NP Ved about NP	5	True	Someone demanded about something.
86	3	13	pretend	NP Ved WH S	7	True	Someone pretended how something happened.
86	3	14	doubt	NP Ved WH to VP	7	True	Someone doubted how to do something.
86	3	15	need	NP Ved NP to VP	7	True	Someone needed someone to do something.
86	3	16	understand	NP Ved NP that S notense	1	True	Someone understood someone that something happen.
86	3	17	deny	It Ved NP WH to VP	1	True	It denied someone why to do something.
86	3	18	pretend	NP Ved if S	1	True	Someone pretended if something happened.
86	3	19	suppose	NP Ved WH S	6	True	Someone supposed why something happened.
86	3	20	say	It Ved NP WH to VP	1	True	It said someone why to do something.
86	3	21	believe	NP Ved WH S	4	True	Someone believed where something happened.
86	3	22	see	NP Ved NP	7	True	Someone saw something.
86	3	23	demand	NP Ved for NP to VP	7	True	Someone demanded for someone to do something.
86	3	24	forbid	NP Ved it that S	7	True	Someone forbade it that something happened.
86	3	25	amaze	NP Ved so	1	True	Someone amazed so.
86	3	26	think	NP Ved VPing	1	True	Someone thought doing something.
86	3	27	forget	NP Ved that S notense	7	True	Someone forgot that something happen.
86	3	28	hear	NP Ved NP NP	1	True	Someone heard someone something.
86	3	29	forbid	NP Ved that S	7	True	Someone forbade that something happened.
86	3	30	amaze	NP Ved to	1	True	Someone amazed to.
86	3	31	want	NP Ved WH S	1	True	Someone wanted how something happened.
86	3	32	remember	NP Ved S	7	True	Someone remembered something happened.
86	3	33	hate	NP Ved NP S notense	1	True	Someone hated someone something happen.
86	3	34	allow	NP Ved that S	5	True	Someone allowed that something happened.
86	3	35	imagine	NP was Ved to VP	7	True	Someone was imagined to do something.
86	3	36	guess	It Ved NP that S notense	1	True	It guessed someone that something happen.
86	3	37	realize	NP Ved VPing	1	True	Someone realized doing something.
86	3	38	bother	NP Ved NP VP	1	True	Someone bothered someone do something.
86	3	39	hope	It Ved NP WH to VP	1	True	It hoped someone where to do something.
86	3	40	worry	NP Ved to VP	1	True	Someone worried to do something.
86	3	41	allow	NP Ved it that S	5	True	Someone allowed it that something happened.
86	3	42	tell	NP Ved to	1	True	Someone told to.
86	3	43	tell	NP Ved so	1	True	Someone told so.
86	3	44	imagine	It Ved NP WH to VP	1	True	It imagined someone how to do something.
86	3	45	love	NP Ved WH to VP	1	True	Someone loved why to do something.
86	3	46	see	NP Ved NP S notense	1	True	Someone saw someone something happen.
86	3	47	expect	It Ved NP WH S	1	True	It expected someone how something happened.
86	3	48	remember	NP Ved NP about NP	1	True	Someone remembered someone about something.
86	3	49	hope	It Ved NP WH S	1	True	It hoped someone where something happened.
86	3	50	promise	NP Ved there to VP	7	True	Someone promised there to be a particular thing in a particular place.
86	3	51	bother	NP Ved NP to VP	1	True	Someone bothered someone to do something.
86	3	52	suppose	S, I V	7	True	Something happened, I suppose.
86	3	53	deny	It Ved NP WH S	3	True	It denied someone why something happened.
86	3	54	say	It Ved NP WH S	1	True	It said someone why something happened.
86	3	55	worry	NP was Ved that S	7	True	Someone was worried that something happened.
86	3	56	think	NP Ved NP that S	1	True	Someone thought someone that something happened.
86	3	57	guess	It Ved NP to VP	1	True	It guessed someone to do something.
86	3	58	feel	NP Ved to NP that S notense	1	True	Someone felt to someone that something happen.
86	3	59	understand	NP Ved NP S	1	True	Someone understood someone something happened.
86	3	60	feel	NP Ved WH to VP	3	True	Someone felt where to do something.
94	3	1	doubt	NP Ved if S notense	6	True	Someone doubted if something happen.
94	3	2	hate	NP Ved NP	7	True	Someone hated something.
94	3	3	forget	NP Ved it that S notense	1	True	Someone forgot it that something happen.
94	3	4	love	S, NP Ved	3	True	Something happened, someone loved.
94	3	5	expect	It Ved NP that S	1	True	It expected someone that something happened.
94	3	6	believe	NP was Ved that S notense	1	True	Someone was believed that something happen.
94	3	7	need	NP Ved NP VP	1	True	Someone needed someone do something.
94	3	8	want	NP Ved if S	1	True	Someone wanted if something happened.
94	3	9	hear	NP Ved	7	True	Someone heard.
94	3	10	realize	NP Ved NP that S	1	True	Someone realized someone that something happened.
94	3	11	promise	NP Ved to NP that S	6	True	Someone promised to someone that something happened.
94	3	12	demand	NP Ved about NP	7	True	Someone demanded about something.
94	3	13	pretend	NP Ved WH S	7	True	Someone pretended how something happened.
94	3	14	doubt	NP Ved WH to VP	7	True	Someone doubted how to do something.
94	3	15	need	NP Ved NP to VP	7	True	Someone needed someone to do something.
94	3	16	understand	NP Ved NP that S notense	1	True	Someone understood someone that something happen.
94	3	17	deny	It Ved NP WH to VP	1	True	It denied someone why to do something.
94	3	18	pretend	NP Ved if S	5	True	Someone pretended if something happened.
94	3	19	suppose	NP Ved WH S	2	True	Someone supposed why something happened.
94	3	20	say	It Ved NP WH to VP	1	True	It said someone why to do something.
94	3	21	believe	NP Ved WH S	6	True	Someone believed where something happened.
94	3	22	see	NP Ved NP	7	True	Someone saw something.
94	3	23	demand	NP Ved for NP to VP	7	True	Someone demanded for someone to do something.
