participant	list	presentationorder	verb	frame	tense	sentence	response	nativeenglish	version
15	0	19	dare	NP V to VP[+eventive]	past	Someone dared to do something.	5.0	True	1
21	0	37	dare	NP V to VP[+eventive]	past	Someone dared to do something.	6.0	True	1
45	0	48	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
30	0	2	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
16	0	2	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
6	0	33	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
31	0	27	dare	NP V to VP[+eventive]	past	Someone dared to do something.	6.0	True	1
12	0	7	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
18	0	27	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
41	0	35	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
3	0	34	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
4	0	48	dare	NP V to VP[+eventive]	past	Someone dared to do something.	3.0	True	1
39	0	30	dare	NP V to VP[+eventive]	past	Someone dared to do something.	4.0	True	1
19	0	10	dare	NP V to VP[+eventive]	past	Someone dared to do something.	3.0	True	1
25	0	7	dare	NP V to VP[+eventive]	past	Someone dared to do something.	3.0	True	1
8	0	40	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
27	0	50	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
40	0	3	dare	NP V to VP[+eventive]	past	Someone dared to do something.	6.0	True	1
13	0	26	dare	NP V to VP[+eventive]	past	Someone dared to do something.	6.0	True	1
22	0	10	dare	NP V to VP[+eventive]	past	Someone dared to do something.	3.0	True	1
9	0	6	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
14	0	35	dare	NP V to VP[+eventive]	past	Someone dared to do something.	5.0	True	1
28	0	48	dare	NP V to VP[+eventive]	past	Someone dared to do something.	6.0	True	1
35	0	11	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
23	0	20	dare	NP V to VP[+eventive]	past	Someone dared to do something.	7.0	True	1
44	0	10	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
10	0	50	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
33	0	9	demand	NP V about whether S	present	Someone demands about whether something happened.	7.0	True	2
24	0	6	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
2	0	10	demand	NP V about whether S	present	Someone demands about whether something happened.	1.0	True	2
47	0	45	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
17	0	17	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
43	0	18	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
20	0	11	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
42	0	26	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
34	0	3	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
11	0	33	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
5	0	32	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
38	0	34	demand	NP V about whether S	present	Someone demands about whether something happened.	7.0	True	2
0	0	35	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
48	0	33	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
37	0	29	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
26	0	17	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
29	0	29	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
46	0	32	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
1	0	18	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
32	0	7	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
7	0	28	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
36	0	9	demand	NP V about whether S	present	Someone demands about whether something happened.	7.0	True	2
49	0	42	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
15	0	3	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
21	0	27	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
45	0	50	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
30	0	47	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
16	0	36	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
6	0	35	demand	NP V about whether S	present	Someone demands about whether something happened.	1.0	True	2
31	0	49	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
12	0	44	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
18	0	17	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
41	0	32	demand	NP V about whether S	present	Someone demands about whether something happened.	1.0	True	2
3	0	50	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
4	0	26	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
39	0	50	demand	NP V about whether S	present	Someone demands about whether something happened.	1.0	True	2
19	0	19	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
25	0	9	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
8	0	33	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
27	0	9	demand	NP V about whether S	present	Someone demands about whether something happened.	2.0	True	2
40	0	49	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
13	0	27	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
22	0	36	demand	NP V about whether S	present	Someone demands about whether something happened.	6.0	True	2
9	0	19	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
14	0	42	demand	NP V about whether S	present	Someone demands about whether something happened.	3.0	True	2
28	0	50	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
35	0	42	demand	NP V about whether S	present	Someone demands about whether something happened.	5.0	True	2
23	0	27	demand	NP V about whether S	present	Someone demands about whether something happened.	4.0	True	2
44	0	22	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
10	0	46	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
33	0	37	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	4.0	True	2
24	0	29	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
2	0	49	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
47	0	30	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
17	0	45	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
43	0	30	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
20	0	32	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	4.0	True	2
42	0	3	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
34	0	5	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
11	0	45	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
5	0	13	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
38	0	46	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
0	0	40	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
48	0	5	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
37	0	22	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
26	0	30	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
29	0	24	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
46	0	50	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
1	0	12	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
32	0	8	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
7	0	22	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
36	0	5	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
49	0	6	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
15	0	49	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
21	0	31	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
45	0	46	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
30	0	29	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
16	0	31	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
6	0	4	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
31	0	20	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
12	0	39	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
18	0	39	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
41	0	24	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	3.0	True	2
3	0	14	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
4	0	21	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
39	0	37	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	4.0	True	2
19	0	41	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	4.0	True	2
25	0	5	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
8	0	4	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	5.0	True	2
27	0	5	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	3.0	True	2
40	0	8	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
13	0	48	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	3.0	True	2
22	0	40	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
9	0	38	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
14	0	38	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
28	0	39	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
35	0	15	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	7.0	True	2
23	0	8	direct	NP be V whether to VP	past_progressive	Someone was being directed whether to do something.	6.0	True	2
44	0	32	distract	NP be V	present	Someone is distracted.	7.0	True	2
10	0	23	distract	NP be V	present	Someone is distracted.	7.0	True	2
33	0	48	distract	NP be V	present	Someone is distracted.	7.0	True	2
24	0	22	distract	NP be V	present	Someone is distracted.	7.0	True	2
2	0	39	distract	NP be V	present	Someone is distracted.	7.0	True	2
47	0	48	distract	NP be V	present	Someone is distracted.	7.0	True	2
17	0	50	distract	NP be V	present	Someone is distracted.	7.0	True	2
43	0	41	distract	NP be V	present	Someone is distracted.	7.0	True	2
20	0	31	distract	NP be V	present	Someone is distracted.	7.0	True	2
42	0	14	distract	NP be V	present	Someone is distracted.	5.0	True	2
34	0	8	distract	NP be V	present	Someone is distracted.	7.0	True	2
11	0	14	distract	NP be V	present	Someone is distracted.	7.0	True	2
5	0	47	distract	NP be V	present	Someone is distracted.	7.0	True	2
38	0	41	distract	NP be V	present	Someone is distracted.	7.0	True	2
0	0	39	distract	NP be V	present	Someone is distracted.	6.0	True	2
48	0	16	distract	NP be V	present	Someone is distracted.	7.0	True	2
37	0	13	distract	NP be V	present	Someone is distracted.	5.0	True	2
26	0	28	distract	NP be V	present	Someone is distracted.	7.0	True	2
29	0	21	distract	NP be V	present	Someone is distracted.	7.0	True	2
46	0	14	distract	NP be V	present	Someone is distracted.	7.0	True	2
1	0	39	distract	NP be V	present	Someone is distracted.	7.0	True	2
32	0	31	distract	NP be V	present	Someone is distracted.	7.0	True	2
7	0	5	distract	NP be V	present	Someone is distracted.	6.0	True	2
36	0	40	distract	NP be V	present	Someone is distracted.	7.0	True	2
49	0	29	distract	NP be V	present	Someone is distracted.	7.0	True	2
15	0	33	distract	NP be V	present	Someone is distracted.	6.0	True	2
21	0	16	distract	NP be V	present	Someone is distracted.	4.0	True	2
45	0	47	distract	NP be V	present	Someone is distracted.	7.0	True	2
30	0	16	distract	NP be V	present	Someone is distracted.	7.0	True	2
16	0	39	distract	NP be V	present	Someone is distracted.	7.0	True	2
6	0	7	distract	NP be V	present	Someone is distracted.	7.0	True	2
31	0	31	distract	NP be V	present	Someone is distracted.	7.0	True	2
12	0	46	distract	NP be V	present	Someone is distracted.	7.0	True	2
18	0	12	distract	NP be V	present	Someone is distracted.	7.0	True	2
41	0	6	distract	NP be V	present	Someone is distracted.	5.0	True	2
3	0	15	distract	NP be V	present	Someone is distracted.	7.0	True	2
4	0	49	distract	NP be V	present	Someone is distracted.	7.0	True	2
39	0	13	distract	NP be V	present	Someone is distracted.	7.0	True	2
19	0	39	distract	NP be V	present	Someone is distracted.	7.0	True	2
25	0	8	distract	NP be V	present	Someone is distracted.	5.0	True	2
8	0	16	distract	NP be V	present	Someone is distracted.	7.0	True	2
27	0	39	distract	NP be V	present	Someone is distracted.	7.0	True	2
40	0	48	distract	NP be V	present	Someone is distracted.	6.0	True	2
13	0	21	distract	NP be V	present	Someone is distracted.	7.0	True	2
22	0	16	distract	NP be V	present	Someone is distracted.	7.0	True	2
9	0	37	distract	NP be V	present	Someone is distracted.	7.0	True	2
14	0	14	distract	NP be V	present	Someone is distracted.	7.0	True	2
28	0	12	distract	NP be V	present	Someone is distracted.	7.0	True	2
35	0	20	distract	NP be V	present	Someone is distracted.	7.0	True	2
23	0	21	distract	NP be V	present	Someone is distracted.	7.0	True	2
44	0	35	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
10	0	11	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
33	0	46	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
24	0	10	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
2	0	29	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
47	0	42	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
17	0	29	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
43	0	10	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
20	0	50	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
42	0	43	endorse	NP V NP	present	Someone endorses something.	3.0	True	2
34	0	45	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
11	0	50	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
5	0	26	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
38	0	45	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
0	0	48	endorse	NP V NP	present	Someone endorses something.	4.0	True	2
48	0	19	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
37	0	42	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
26	0	6	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
29	0	18	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
46	0	44	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
1	0	47	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
32	0	27	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
7	0	45	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
36	0	34	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
49	0	17	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
15	0	17	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
21	0	32	endorse	NP V NP	present	Someone endorses something.	5.0	True	2
45	0	11	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
30	0	35	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
16	0	50	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
6	0	5	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
31	0	35	endorse	NP V NP	present	Someone endorses something.	4.0	True	2
12	0	27	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
18	0	9	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
41	0	7	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
3	0	8	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
4	0	43	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
39	0	36	endorse	NP V NP	present	Someone endorses something.	4.0	True	2
19	0	36	endorse	NP V NP	present	Someone endorses something.	5.0	True	2
25	0	34	endorse	NP V NP	present	Someone endorses something.	5.0	True	2
8	0	27	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
27	0	29	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
40	0	27	endorse	NP V NP	present	Someone endorses something.	5.0	True	2
13	0	32	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
22	0	19	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
9	0	36	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
14	0	9	endorse	NP V NP	present	Someone endorses something.	6.0	True	2
28	0	11	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
35	0	17	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
23	0	11	endorse	NP V NP	present	Someone endorses something.	7.0	True	2
44	0	20	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
10	0	26	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
33	0	26	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
24	0	50	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
2	0	25	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
47	0	19	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
17	0	38	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
43	0	2	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
20	0	34	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
42	0	27	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
34	0	10	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
11	0	42	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
5	0	33	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
38	0	35	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
0	0	50	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
48	0	28	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
37	0	26	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
26	0	33	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
29	0	1	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
46	0	15	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
1	0	50	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
32	0	17	enthuse	NP V VPing	past	Someone enthused doing something.	5.0	True	1
7	0	2	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
36	0	33	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
49	0	49	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
15	0	2	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
21	0	17	enthuse	NP V VPing	past	Someone enthused doing something.	5.0	True	1
45	0	31	enthuse	NP V VPing	past	Someone enthused doing something.	7.0	True	1
30	0	11	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
16	0	26	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
6	0	8	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
31	0	19	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
12	0	35	enthuse	NP V VPing	past	Someone enthused doing something.	5.0	True	1
18	0	50	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
41	0	22	enthuse	NP V VPing	past	Someone enthused doing something.	5.0	True	1
3	0	25	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
4	0	27	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
39	0	25	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
19	0	40	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
25	0	44	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
8	0	35	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
27	0	19	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
40	0	20	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
13	0	5	enthuse	NP V VPing	past	Someone enthused doing something.	7.0	True	1
22	0	43	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
9	0	43	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
14	0	26	enthuse	NP V VPing	past	Someone enthused doing something.	2.0	True	1
28	0	9	enthuse	NP V VPing	past	Someone enthused doing something.	3.0	True	1
35	0	8	enthuse	NP V VPing	past	Someone enthused doing something.	4.0	True	1
23	0	9	enthuse	NP V VPing	past	Someone enthused doing something.	1.0	True	1
44	0	7	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
10	0	48	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
33	0	31	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
24	0	39	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
2	0	6	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
47	0	6	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
17	0	16	fail	NP be V about NP	present	Someone is failed about something.	5.0	True	2
43	0	24	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
20	0	48	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
42	0	31	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
34	0	33	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
11	0	47	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
5	0	5	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
38	0	24	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
0	0	22	fail	NP be V about NP	present	Someone is failed about something.	4.0	True	2
48	0	32	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
37	0	30	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
26	0	3	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
29	0	5	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
46	0	5	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
1	0	6	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
32	0	15	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
7	0	30	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
36	0	7	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
49	0	4	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
15	0	24	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
21	0	8	fail	NP be V about NP	present	Someone is failed about something.	5.0	True	2
45	0	5	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
30	0	33	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
16	0	14	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
6	0	49	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
31	0	6	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
12	0	4	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
18	0	20	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
41	0	23	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
3	0	6	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
4	0	15	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
39	0	21	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
19	0	30	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
25	0	41	fail	NP be V about NP	present	Someone is failed about something.	4.0	True	2
8	0	7	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
27	0	6	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
40	0	15	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
13	0	13	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
22	0	24	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
9	0	20	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
14	0	39	fail	NP be V about NP	present	Someone is failed about something.	2.0	True	2
28	0	28	fail	NP be V about NP	present	Someone is failed about something.	3.0	True	2
35	0	45	fail	NP be V about NP	present	Someone is failed about something.	4.0	True	2
23	0	46	fail	NP be V about NP	present	Someone is failed about something.	1.0	True	2
44	0	24	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
10	0	45	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
33	0	8	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
24	0	3	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	4.0	True	1
2	0	50	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
47	0	23	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
17	0	6	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
43	0	9	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	5.0	True	1
20	0	4	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
42	0	29	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	5.0	True	1
34	0	6	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
11	0	43	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
5	0	23	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
38	0	48	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
0	0	21	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	5.0	True	1
48	0	31	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
37	0	27	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
26	0	26	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
29	0	36	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
46	0	42	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
1	0	25	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
32	0	43	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
7	0	49	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
36	0	1	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
49	0	13	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	4.0	True	1
15	0	10	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	2.0	True	1
21	0	46	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	7.0	True	1
45	0	34	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	6.0	True	1
30	0	12	flatter	NP be V to VP[-eventive]	past	Someone was flattered to have something.	5.0	True	1
