listid	participant	verb	subject	consequent	valence	question	response
0	64	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.9
0	12	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.99
0	30	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	1.0
0	27	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.75
0	34	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.69
0	7	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.42
0	50	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.8
0	71	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.65
0	16	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.93
0	49	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.8
0	66	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.5
0	95	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.7
0	15	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.86
0	38	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.78
0	36	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.67
0	45	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.61
0	68	fear	little girl	believe	positive	What proportion of little girls generally believe that their grandparents will bring gifts?	0.96
2	26	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	51	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	88	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.98
2	19	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	25	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.87
2	84	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.94
2	47	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	74	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.36
2	63	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	62	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.95
2	90	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	85	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.61
2	1	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	37	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.81
2	83	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	18	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	44	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.94
2	98	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.82
2	61	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.95
2	69	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.96
2	21	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.94
2	65	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.9
2	82	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	1.0
2	52	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.97
2	89	fear	little girl	want	positive	What proportion of little girls generally want their grandparents to bring gifts?	0.95
0	96	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	33	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	2	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	59	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	29	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.07
0	76	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.37
0	20	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.03
0	31	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.08
0	64	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.2
0	12	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	30	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	27	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	34	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	7	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	50	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	71	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.2
0	16	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	49	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	66	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.03
0	95	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	15	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	38	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	36	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.08
0	45	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
0	68	convince	inspector	want	negative	What proportion of police comissioners generally want thieves to take rings?	0.0
2	26	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	51	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	88	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.93
2	19	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	25	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.63
2	84	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.86
2	47	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	74	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.2
2	63	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.95
2	62	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.43
2	90	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.89
2	85	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.95
2	1	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.84
2	37	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.6
2	83	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	18	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	44	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.25
2	98	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.67
2	61	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.61
2	69	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.89
2	21	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	65	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.1
2	82	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	1.0
2	52	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.38
2	89	convince	inspector	believe	negative	What proportion of police comissioners generally believe that thieves will take rings?	0.63
0	96	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	33	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.99
0	2	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.94
0	59	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	29	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.93
0	76	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.65
0	20	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.99
0	31	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.5
0	64	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	12	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	30	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	27	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	34	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.95
0	7	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.9
0	50	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	71	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	16	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	49	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.9
0	66	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	95	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	15	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	38	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	36	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	0.95
0	45	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
0	68	congratulate	conductor	want	positive	What proportion of orchestras generally want critics to love their performances?	1.0
2	26	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.86
2	51	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.92
2	88	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.41
2	19	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.82
2	25	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.77
2	84	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.65
2	47	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.9
2	74	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.88
2	63	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.94
2	62	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.62
2	90	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.88
2	85	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.8
2	1	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.77
2	37	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.65
2	83	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.95
2	18	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.85
2	44	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.5
2	98	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.85
2	61	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.74
2	69	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.37
2	21	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.86
2	65	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.7
2	82	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.89
2	52	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.58
2	89	congratulate	conductor	believe	positive	What proportion of orchestras generally believe that critics will love their performances?	0.63
0	96	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.8
0	33	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.73
0	2	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.02
0	59	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.2
0	29	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.3
0	76	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.0
0	20	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.57
0	31	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.21
0	64	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.39
0	12	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.74
0	30	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.5
0	27	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.12
0	34	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.5
0	7	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.2
0	50	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.7
0	71	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.35
0	16	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.11
0	49	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.2
0	66	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.5
0	95	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.8
0	15	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.6
0	38	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.56
0	36	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.3
0	45	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.71
0	68	notify	news anchor	believe	positive	What proportion of news anchors generally believe that wars will end?	0.75
2	26	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	51	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	88	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.65
2	19	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.5
2	25	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.14
2	84	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.9
2	47	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.55
2	74	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.5
2	63	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.72
2	62	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.87
2	90	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	85	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.95
2	1	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.9
2	37	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.62
2	83	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.85
2	18	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	44	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.85
2	98	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	61	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.77
2	69	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.73
2	21	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.86
2	65	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.9
2	82	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	1.0
2	52	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.57
2	89	notify	news anchor	want	positive	What proportion of news anchors generally want wars to end?	0.71
0	96	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.0
0	33	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.0
0	2	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.22
0	59	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.25
0	29	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.22
0	76	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.29
0	20	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.04
0	31	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.3
0	64	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.23
0	12	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.16
0	30	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.14
0	27	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.03
0	34	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.5
0	7	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.04
0	50	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.1
0	71	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.01
0	16	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.05
0	49	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.0
0	66	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.05
0	95	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.05
0	15	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.12
0	38	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.14
0	36	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.14
0	45	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.09
0	68	doubt	runner	believe	negative	What proportion of runners generally believe that their new shoes will make them slower?	0.2
2	26	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.12
2	51	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	88	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.01
2	19	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	25	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.02
2	84	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.01
2	47	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	74	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.1
2	63	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	62	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	90	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	85	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	1	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	37	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.13
2	83	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	18	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	44	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	98	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	61	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	69	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.04
2	21	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	65	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	82	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
2	52	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.02
2	89	doubt	runner	want	negative	What proportion of runners generally want their new shoes to make them slower?	0.0
0	96	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	33	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	2	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.69
0	59	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.96
0	29	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.73
0	76	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.31
0	20	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.93
0	31	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.82
0	64	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.87
0	12	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	30	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	27	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	34	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	7	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.84
0	50	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.75
0	71	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	16	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.93
0	49	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.8
0	66	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.91
0	95	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.9
0	15	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	1.0
0	38	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.94
0	36	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.7
0	45	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.87
0	68	hate	actor	want	positive	What proportion of actors generally want audiences to call for an encore?	0.9
2	26	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.11
2	51	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.75
2	88	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.68
2	19	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.88
2	25	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.71
2	84	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.47
2	47	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.31
2	74	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.3
2	63	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.74
2	62	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.45
2	90	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.8
2	85	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.6
2	1	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.19
2	37	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.37
2	83	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.5
2	18	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.05
2	44	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.59
2	98	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.5
2	61	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.63
2	69	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.38
2	21	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.73
2	65	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.7
2	82	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.79
2	52	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.38
2	89	hate	actor	believe	positive	What proportion of actors generally believe that audiences will call for an encore?	0.58
0	96	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	33	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	2	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.92
0	59	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	29	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.93
0	76	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.8
0	20	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.99
0	31	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.95
0	64	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.73
0	12	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	30	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	27	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	34	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	7	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.94
0	50	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	71	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.95
0	16	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	49	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.9
0	66	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.98
0	95	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	15	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	38	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	36	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.8
0	45	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	1.0
0	68	disprove	detective	want	positive	What proportion of police chiefs generally want cases to eventually be solved?	0.99
2	26	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	1.0
2	51	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	0.75
2	88	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	0.86
2	19	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	0.99
2	25	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	0.4
2	84	disprove	detective	believe	positive	What proportion of police chiefs generally believe that cases will eventually be solved?	0.75
