participant	list	presentationorder	verb	frame	response	nativeenglish	sentence
1	4	5	think	NP Ved so	7	True	Someone thought so.
1	4	6	think	NP was Ved whichNP S	1	True	Someone was thought which thing happened.
1	4	7	think	NP Ved that S[-tense]	5	True	Someone thought that something happen.
1	4	8	think	NP was Ved S	1	True	Someone was thought something happened.
1	4	9	think	S, I V	7	True	Something happened, I think.
1	4	10	think	NP Ved NP that S[-tense]	1	True	Someone thought someone that something happen.
1	4	11	think	NP Ved NP VP	4	True	Someone thought someone do something.
1	4	12	think	NP Ved NP whether S	1	True	Someone thought someone whether something happened.
1	4	13	think	NP was Ved so	3	True	Someone was thought so.
1	4	14	think	NP was Ved about NP	5	True	Someone was thought about something.
1	4	15	think	NP Ved NP VPing	5	True	Someone thought someone doing something.
1	4	16	think	NP Ved that S[+future]	7	True	Someone thought that something would happen.
1	4	17	think	NP Ved to VP[-eventive]	6	True	Someone thought to have something.
1	4	18	think	NP was Ved that S	2	True	Someone was thought that something happened.
1	4	19	think	NP Ved NP to VP[-eventive]	6	True	Someone thought someone to have something.
1	4	20	think	NP Ved NP that S	1	True	Someone thought someone that something happened.
1	4	21	think	NP was Ved to VP[-eventive]	7	True	Someone was thought to have something.
1	4	22	think	NP was Ved whether S[+future]	2	True	Someone was thought whether something would happen.
1	4	23	think	NP Ved VPing	5	True	Someone thought doing something.
1	4	24	think	NP was Ved whether S	2	True	Someone was thought whether something happened.
1	4	25	think	NP Ved NP to VP[+eventive]	4	True	Someone thought someone to do something.
1	4	26	think	NP Ved NP whether S[+future]	1	True	Someone thought someone whether something would happen.
1	4	27	think	NP Ved about whether S	7	True	Someone thought about whether something happened.
1	4	28	think	NP Ved to NP that S[+future]	1	True	Someone thought to someone that something would happen.
1	4	29	think	NP Ved to VP[+eventive]	7	True	Someone thought to do something.
1	4	30	think	NP Ved NP that S[+future]	1	True	Someone thought someone that something would happen.
1	4	31	think	NP Ved whether to VP	6	True	Someone thought whether to do something.
1	4	32	think	NP was Ved that S[+future]	1	True	Someone was thought that something would happen.
1	4	33	think	NP Ved for NP to VP	6	True	Someone thought for something to happen.
1	4	34	think	NP was Ved whichNP to VP	2	True	Someone was thought which thing to do.
1	4	35	think	NP Ved whichNP S	6	True	Someone thought which thing happened.
1	4	36	think	NP Ved to NP that S	5	True	Someone thought to someone that something happened.
1	4	37	think	NP Ved whether S	6	True	Someone thought whether something happened.
1	4	38	think	NP Ved that S	7	True	Someone thought that something happened.
1	4	39	think	NP Ved to NP that S[-tense]	1	True	Someone thought to someone that something happen.
1	4	40	think	NP Ved NP to NP	5	True	Someone thought something to someone.
1	4	41	think	NP Ved whichNP to VP	7	True	Someone thought which thing to do.
1	4	42	think	NP was Ved about whether S	1	True	Someone was thought about whether something happened.
1	4	43	think	NP Ved to NP whether S	2	True	Someone thought to someone whether something happened.
1	4	44	think	NP was Ved whether to VP	2	True	Someone was thought whether to do something.
1	4	45	think	NP Ved S	7	True	Someone thought something happened.
1	4	46	think	NP Ved to NP whether S[+future]	1	True	Someone thought to someone whether something happen.
1	4	47	think	NP was Ved that S[-tense]	2	True	Someone was thought that something happen.
1	4	48	think	NP was Ved to VP[+eventive]	5	True	Someone was thought to do something.
1	4	49	think	NP Ved about NP	7	True	Someone thought about something.
1	4	50	think	NP Ved whether S[+future]	7	True	Someone thought whether something would happen.
4	4	1	think	NP Ved NP	7	True	Someone thought something.
4	4	2	think	NP was Ved	1	True	Someone was thought.
4	4	3	think	NP Ved	6	True	Someone thought.
4	4	4	think	NP Ved NP whichNP S	1	True	Someone thought someone which thing happened.
4	4	5	think	NP Ved so	7	True	Someone thought so.
4	4	6	think	NP was Ved whichNP S	1	True	Someone was thought which thing happened.
4	4	7	think	NP Ved that S[-tense]	1	True	Someone thought that something happen.
4	4	8	think	NP was Ved S	1	True	Someone was thought something happened.
4	4	9	think	S, I V	7	True	Something happened, I think.
4	4	10	think	NP Ved NP that S[-tense]	1	True	Someone thought someone that something happen.
4	4	11	think	NP Ved NP VP	1	True	Someone thought someone do something.
4	4	12	think	NP Ved NP whether S	1	True	Someone thought someone whether something happened.
4	4	13	think	NP was Ved so	1	True	Someone was thought so.
4	4	14	think	NP was Ved about NP	1	True	Someone was thought about something.
4	4	15	think	NP Ved NP VPing	1	True	Someone thought someone doing something.
4	4	16	think	NP Ved that S[+future]	7	True	Someone thought that something would happen.
4	4	17	think	NP Ved to VP[-eventive]	6	True	Someone thought to have something.
4	4	18	think	NP was Ved that S	1	True	Someone was thought that something happened.
4	4	19	think	NP Ved NP to VP[-eventive]	6	True	Someone thought someone to have something.
4	4	20	think	NP Ved NP that S	1	True	Someone thought someone that something happened.
4	4	21	think	NP was Ved to VP[-eventive]	7	True	Someone was thought to have something.
4	4	22	think	NP was Ved whether S[+future]	1	True	Someone was thought whether something would happen.
4	4	23	think	NP Ved VPing	1	True	Someone thought doing something.
4	4	24	think	NP was Ved whether S	1	True	Someone was thought whether something happened.
4	4	25	think	NP Ved NP to VP[+eventive]	1	True	Someone thought someone to do something.
4	4	26	think	NP Ved NP whether S[+future]	1	True	Someone thought someone whether something would happen.
4	4	27	think	NP Ved about whether S	7	True	Someone thought about whether something happened.
4	4	28	think	NP Ved to NP that S[+future]	2	True	Someone thought to someone that something would happen.
4	4	29	think	NP Ved to VP[+eventive]	7	True	Someone thought to do something.
4	4	30	think	NP Ved NP that S[+future]	1	True	Someone thought someone that something would happen.
4	4	31	think	NP Ved whether to VP	5	True	Someone thought whether to do something.
4	4	32	think	NP was Ved that S[+future]	1	True	Someone was thought that something would happen.
4	4	33	think	NP Ved for NP to VP	2	True	Someone thought for something to happen.
4	4	34	think	NP was Ved whichNP to VP	1	True	Someone was thought which thing to do.
4	4	35	think	NP Ved whichNP S	2	True	Someone thought which thing happened.
4	4	36	think	NP Ved to NP that S	1	True	Someone thought to someone that something happened.
4	4	37	think	NP Ved whether S	4	True	Someone thought whether something happened.
4	4	38	think	NP Ved that S	7	True	Someone thought that something happened.
4	4	39	think	NP Ved to NP that S[-tense]	1	True	Someone thought to someone that something happen.
4	4	40	think	NP Ved NP to NP	1	True	Someone thought something to someone.
4	4	41	think	NP Ved whichNP to VP	3	True	Someone thought which thing to do.
4	4	42	think	NP was Ved about whether S	1	True	Someone was thought about whether something happened.
4	4	43	think	NP Ved to NP whether S	1	True	Someone thought to someone whether something happened.
4	4	44	think	NP was Ved whether to VP	1	True	Someone was thought whether to do something.
4	4	45	think	NP Ved S	7	True	Someone thought something happened.
4	4	46	think	NP Ved to NP whether S[+future]	1	True	Someone thought to someone whether something happen.
4	4	47	think	NP was Ved that S[-tense]	1	True	Someone was thought that something happen.
4	4	48	think	NP was Ved to VP[+eventive]	7	True	Someone was thought to do something.
4	4	49	think	NP Ved about NP	7	True	Someone thought about something.
4	4	50	think	NP Ved whether S[+future]	6	True	Someone thought whether something would happen.
21	4	1	think	NP Ved NP	6	True	Someone thought something.
21	4	2	think	NP was Ved	3	True	Someone was thought.
21	4	3	think	NP Ved	4	True	Someone thought.
21	4	4	think	NP Ved NP whichNP S	2	True	Someone thought someone which thing happened.
21	4	5	think	NP Ved so	4	True	Someone thought so.
21	4	6	think	NP was Ved whichNP S	2	True	Someone was thought which thing happened.
21	4	7	think	NP Ved that S[-tense]	2	True	Someone thought that something happen.
21	4	8	think	NP was Ved S	2	True	Someone was thought something happened.
21	4	9	think	S, I V	5	True	Something happened, I think.
21	4	10	think	NP Ved NP that S[-tense]	2	True	Someone thought someone that something happen.
21	4	11	think	NP Ved NP VP	2	True	Someone thought someone do something.
21	4	12	think	NP Ved NP whether S	2	True	Someone thought someone whether something happened.
21	4	13	think	NP was Ved so	2	True	Someone was thought so.
21	4	14	think	NP was Ved about NP	2	True	Someone was thought about something.
21	4	15	think	NP Ved NP VPing	2	True	Someone thought someone doing something.
21	4	16	think	NP Ved that S[+future]	7	True	Someone thought that something would happen.
21	4	17	think	NP Ved to VP[-eventive]	5	True	Someone thought to have something.
21	4	18	think	NP was Ved that S	2	True	Someone was thought that something happened.
21	4	19	think	NP Ved NP to VP[-eventive]	2	True	Someone thought someone to have something.
21	4	20	think	NP Ved NP that S	2	True	Someone thought someone that something happened.
21	4	21	think	NP was Ved to VP[-eventive]	6	True	Someone was thought to have something.
21	4	22	think	NP was Ved whether S[+future]	2	True	Someone was thought whether something would happen.
21	4	23	think	NP Ved VPing	2	True	Someone thought doing something.
21	4	24	think	NP was Ved whether S	2	True	Someone was thought whether something happened.
21	4	25	think	NP Ved NP to VP[+eventive]	2	True	Someone thought someone to do something.
21	4	26	think	NP Ved NP whether S[+future]	2	True	Someone thought someone whether something would happen.
21	4	27	think	NP Ved about whether S	5	True	Someone thought about whether something happened.
21	4	28	think	NP Ved to NP that S[+future]	2	True	Someone thought to someone that something would happen.
21	4	29	think	NP Ved to VP[+eventive]	6	True	Someone thought to do something.
21	4	30	think	NP Ved NP that S[+future]	2	True	Someone thought someone that something would happen.
21	4	31	think	NP Ved whether to VP	5	True	Someone thought whether to do something.
21	4	32	think	NP was Ved that S[+future]	2	True	Someone was thought that something would happen.
21	4	33	think	NP Ved for NP to VP	2	True	Someone thought for something to happen.
21	4	34	think	NP was Ved whichNP to VP	2	True	Someone was thought which thing to do.
21	4	35	think	NP Ved whichNP S	4	True	Someone thought which thing happened.
21	4	36	think	NP Ved to NP that S	2	True	Someone thought to someone that something happened.
21	4	37	think	NP Ved whether S	5	True	Someone thought whether something happened.
21	4	38	think	NP Ved that S	6	True	Someone thought that something happened.
21	4	39	think	NP Ved to NP that S[-tense]	2	True	Someone thought to someone that something happen.
21	4	40	think	NP Ved NP to NP	2	True	Someone thought something to someone.
21	4	41	think	NP Ved whichNP to VP	4	True	Someone thought which thing to do.
21	4	42	think	NP was Ved about whether S	2	True	Someone was thought about whether something happened.
21	4	43	think	NP Ved to NP whether S	2	True	Someone thought to someone whether something happened.
21	4	44	think	NP was Ved whether to VP	2	True	Someone was thought whether to do something.
21	4	45	think	NP Ved S	6	True	Someone thought something happened.
21	4	46	think	NP Ved to NP whether S[+future]	2	True	Someone thought to someone whether something happen.
21	4	47	think	NP was Ved that S[-tense]	2	True	Someone was thought that something happen.
21	4	48	think	NP was Ved to VP[+eventive]	2	True	Someone was thought to do something.
21	4	49	think	NP Ved about NP	5	True	Someone thought about something.
21	4	50	think	NP Ved whether S[+future]	5	True	Someone thought whether something would happen.
6	5	1	want	NP Ved NP	7	True	Someone wanted something.
6	5	2	want	NP was Ved	7	True	Someone was wanted.
6	5	3	want	NP Ved	6	True	Someone wanted.
6	5	4	want	NP Ved NP whichNP S	4	True	Someone wanted someone which thing happened.
6	5	5	want	NP Ved so	2	True	Someone wanted so.
6	5	6	want	NP was Ved whichNP S	1	True	Someone was wanted which thing happened.
6	5	7	want	NP Ved that S[-tense]	5	True	Someone wanted that something happen.
6	5	8	want	NP was Ved S	2	True	Someone was wanted something happened.
6	5	9	want	S, I V	1	True	Something happened, I want.
6	5	10	want	NP Ved NP that S[-tense]	2	True	Someone wanted someone that something happen.
6	5	11	want	NP Ved NP VP	7	True	Someone wanted someone do something.
6	5	12	want	NP Ved NP whether S	1	True	Someone wanted someone whether something happened.
6	5	13	want	NP was Ved so	6	True	Someone was wanted so.
6	5	14	want	NP was Ved about NP	1	True	Someone was wanted about something.
6	5	15	want	NP Ved NP VPing	7	True	Someone wanted someone doing something.
6	5	16	want	NP Ved that S[+future]	5	True	Someone wanted that something would happen.
6	5	17	want	NP Ved to VP[-eventive]	7	True	Someone wanted to have something.
6	5	18	want	NP was Ved that S	1	True	Someone was wanted that something happened.
6	5	19	want	NP Ved NP to VP[-eventive]	7	True	Someone wanted someone to have something.
6	5	20	want	NP Ved NP that S	2	True	Someone wanted someone that something happened.
6	5	21	want	NP was Ved to VP[-eventive]	2	True	Someone was wanted to have something.
6	5	22	want	NP was Ved whether S[+future]	1	True	Someone was wanted whether something would happen.
6	5	23	want	NP Ved VPing	1	True	Someone wanted doing something.
6	5	24	want	NP was Ved whether S	1	True	Someone was wanted whether something happened.
6	5	25	want	NP Ved NP to VP[+eventive]	7	True	Someone wanted someone to do something.
6	5	26	want	NP Ved NP whether S[+future]	1	True	Someone wanted someone whether something would happen.
6	5	27	want	NP Ved about whether S	1	True	Someone wanted about whether something happened.
6	5	28	want	NP Ved to NP that S[+future]	1	True	Someone wanted to someone that something would happen.
6	5	29	want	NP Ved to VP[+eventive]	7	True	Someone wanted to do something.
6	5	30	want	NP Ved NP that S[+future]	1	True	Someone wanted someone that something would happen.
6	5	31	want	NP Ved whether to VP	2	True	Someone wanted whether to do something.
6	5	32	want	NP was Ved that S[+future]	1	True	Someone was wanted that something would happen.
6	5	33	want	NP Ved for NP to VP	6	True	Someone wanted for something to happen.
6	5	34	want	NP was Ved whichNP to VP	1	True	Someone was wanted which thing to do.
6	5	35	want	NP Ved whichNP S	3	True	Someone wanted which thing happened.
6	5	36	want	NP Ved to NP that S	1	True	Someone wanted to someone that something happened.
6	5	37	want	NP Ved whether S	1	True	Someone wanted whether something happened.
6	5	38	want	NP Ved that S	1	True	Someone wanted that something happened.
6	5	39	want	NP Ved to NP that S[-tense]	1	True	Someone wanted to someone that something happen.
6	5	40	want	NP Ved NP to NP	2	True	Someone wanted something to someone.
6	5	41	want	NP Ved whichNP to VP	1	True	Someone wanted which thing to do.
6	5	42	want	NP was Ved about whether S	1	True	Someone was wanted about whether something happened.
6	5	43	want	NP Ved to NP whether S	1	True	Someone wanted to someone whether something happened.
6	5	44	want	NP was Ved whether to VP	1	True	Someone was wanted whether to do something.
6	5	45	want	NP Ved S	3	True	Someone wanted something happened.
6	5	46	want	NP Ved to NP whether S[+future]	1	True	Someone wanted to someone whether something happen.
6	5	47	want	NP was Ved that S[-tense]	1	True	Someone was wanted that something happen.
6	5	48	want	NP was Ved to VP[+eventive]	1	True	Someone was wanted to do something.
6	5	49	want	NP Ved about NP	3	True	Someone wanted about something.
6	5	50	want	NP Ved whether S[+future]	1	True	Someone wanted whether something would happen.
1	5	1	want	NP Ved NP	7	True	Someone wanted something.
1	5	2	want	NP was Ved	7	True	Someone was wanted.
1	5	3	want	NP Ved	7	True	Someone wanted.
1	5	4	want	NP Ved NP whichNP S	1	True	Someone wanted someone which thing happened.
1	5	5	want	NP Ved so	6	True	Someone wanted so.
1	5	6	want	NP was Ved whichNP S	1	True	Someone was wanted which thing happened.
1	5	7	want	NP Ved that S[-tense]	4	True	Someone wanted that something happen.
1	5	8	want	NP was Ved S	1	True	Someone was wanted something happened.
1	5	9	want	S, I V	2	True	Something happened, I want.
1	5	10	want	NP Ved NP that S[-tense]	1	True	Someone wanted someone that something happen.
1	5	11	want	NP Ved NP VP	4	True	Someone wanted someone do something.
1	5	12	want	NP Ved NP whether S	1	True	Someone wanted someone whether something happened.
1	5	13	want	NP was Ved so	7	True	Someone was wanted so.
1	5	14	want	NP was Ved about NP	6	True	Someone was wanted about something.
1	5	15	want	NP Ved NP VPing	7	True	Someone wanted someone doing something.
1	5	16	want	NP Ved that S[+future]	5	True	Someone wanted that something would happen.
1	5	17	want	NP Ved to VP[-eventive]	7	True	Someone wanted to have something.
1	5	18	want	NP was Ved that S	1	True	Someone was wanted that something happened.
1	5	19	want	NP Ved NP to VP[-eventive]	7	True	Someone wanted someone to have something.
1	5	20	want	NP Ved NP that S	1	True	Someone wanted someone that something happened.
1	5	21	want	NP was Ved to VP[-eventive]	6	True	Someone was wanted to have something.
1	5	22	want	NP was Ved whether S[+future]	1	True	Someone was wanted whether something would happen.
1	5	23	want	NP Ved VPing	4	True	Someone wanted doing something.
1	5	24	want	NP was Ved whether S	1	True	Someone was wanted whether something happened.
1	5	25	want	NP Ved NP to VP[+eventive]	7	True	Someone wanted someone to do something.
1	5	26	want	NP Ved NP whether S[+future]	1	True	Someone wanted someone whether something would happen.
1	5	27	want	NP Ved about whether S	1	True	Someone wanted about whether something happened.
1	5	28	want	NP Ved to NP that S[+future]	1	True	Someone wanted to someone that something would happen.
1	5	29	want	NP Ved to VP[+eventive]	7	True	Someone wanted to do something.
1	5	30	want	NP Ved NP that S[+future]	1	True	Someone wanted someone that something would happen.
1	5	31	want	NP Ved whether to VP	1	True	Someone wanted whether to do something.
1	5	32	want	NP was Ved that S[+future]	2	True	Someone was wanted that something would happen.
1	5	33	want	NP Ved for NP to VP	7	True	Someone wanted for something to happen.
1	5	34	want	NP was Ved whichNP to VP	1	True	Someone was wanted which thing to do.
1	5	35	want	NP Ved whichNP S	5	True	Someone wanted which thing happened.
1	5	36	want	NP Ved to NP that S	1	True	Someone wanted to someone that something happened.
1	5	37	want	NP Ved whether S	1	True	Someone wanted whether something happened.
1	5	38	want	NP Ved that S	2	True	Someone wanted that something happened.
1	5	39	want	NP Ved to NP that S[-tense]	1	True	Someone wanted to someone that something happen.
1	5	40	want	NP Ved NP to NP	4	True	Someone wanted something to someone.
1	5	41	want	NP Ved whichNP to VP	3	True	Someone wanted which thing to do.
1	5	42	want	NP was Ved about whether S	5	True	Someone was wanted about whether something happened.
1	5	43	want	NP Ved to NP whether S	1	True	Someone wanted to someone whether something happened.
1	5	44	want	NP was Ved whether to VP	2	True	Someone was wanted whether to do something.
1	5	45	want	NP Ved S	2	True	Someone wanted something happened.
1	5	46	want	NP Ved to NP whether S[+future]	1	True	Someone wanted to someone whether something happen.
1	5	47	want	NP was Ved that S[-tense]	3	True	Someone was wanted that something happen.
1	5	48	want	NP was Ved to VP[+eventive]	7	True	Someone was wanted to do something.
1	5	49	want	NP Ved about NP	5	True	Someone wanted about something.
1	5	50	want	NP Ved whether S[+future]	1	True	Someone wanted whether something would happen.
21	5	1	want	NP Ved NP	7	True	Someone wanted something.
21	5	2	want	NP was Ved	5	True	Someone was wanted.
21	5	3	want	NP Ved	4	True	Someone wanted.
21	5	4	want	NP Ved NP whichNP S	2	True	Someone wanted someone which thing happened.
21	5	5	want	NP Ved so	2	True	Someone wanted so.
21	5	6	want	NP was Ved whichNP S	2	True	Someone was wanted which thing happened.
21	5	7	want	NP Ved that S[-tense]	2	True	Someone wanted that something happen.
21	5	8	want	NP was Ved S	2	True	Someone was wanted something happened.
21	5	9	want	S, I V	2	True	Something happened, I want.
21	5	10	want	NP Ved NP that S[-tense]	2	True	Someone wanted someone that something happen.
21	5	11	want	NP Ved NP VP	6	True	Someone wanted someone do something.
21	5	12	want	NP Ved NP whether S	2	True	Someone wanted someone whether something happened.
21	5	13	want	NP was Ved so	2	True	Someone was wanted so.
21	5	14	want	NP was Ved about NP	2	True	Someone was wanted about something.
21	5	15	want	NP Ved NP VPing	2	True	Someone wanted someone doing something.
21	5	16	want	NP Ved that S[+future]	3	True	Someone wanted that something would happen.
21	5	17	want	NP Ved to VP[-eventive]	6	True	Someone wanted to have something.
21	5	18	want	NP was Ved that S	2	True	Someone was wanted that something happened.
21	5	19	want	NP Ved NP to VP[-eventive]	5	True	Someone wanted someone to have something.
21	5	20	want	NP Ved NP that S	2	True	Someone wanted someone that something happened.
21	5	21	want	NP was Ved to VP[-eventive]	3	True	Someone was wanted to have something.
21	5	22	want	NP was Ved whether S[+future]	2	True	Someone was wanted whether something would happen.
21	5	23	want	NP Ved VPing	7	True	Someone wanted doing something.
21	5	24	want	NP was Ved whether S	2	True	Someone was wanted whether something happened.
21	5	25	want	NP Ved NP to VP[+eventive]	6	True	Someone wanted someone to do something.
21	5	26	want	NP Ved NP whether S[+future]	2	True	Someone wanted someone whether something would happen.
21	5	27	want	NP Ved about whether S	2	True	Someone wanted about whether something happened.
21	5	28	want	NP Ved to NP that S[+future]	2	True	Someone wanted to someone that something would happen.
21	5	29	want	NP Ved to VP[+eventive]	7	True	Someone wanted to do something.
21	5	30	want	NP Ved NP that S[+future]	2	True	Someone wanted someone that something would happen.
21	5	31	want	NP Ved whether to VP	2	True	Someone wanted whether to do something.
21	5	32	want	NP was Ved that S[+future]	2	True	Someone was wanted that something would happen.
21	5	33	want	NP Ved for NP to VP	6	True	Someone wanted for something to happen.
21	5	34	want	NP was Ved whichNP to VP	2	True	Someone was wanted which thing to do.
21	5	35	want	NP Ved whichNP S	2	True	Someone wanted which thing happened.
21	5	36	want	NP Ved to NP that S	2	True	Someone wanted to someone that something happened.
21	5	37	want	NP Ved whether S	2	True	Someone wanted whether something happened.
21	5	38	want	NP Ved that S	2	True	Someone wanted that something happened.
21	5	39	want	NP Ved to NP that S[-tense]	2	True	Someone wanted to someone that something happen.
21	5	40	want	NP Ved NP to NP	2	True	Someone wanted something to someone.
21	5	41	want	NP Ved whichNP to VP	2	True	Someone wanted which thing to do.
21	5	42	want	NP was Ved about whether S	2	True	Someone was wanted about whether something happened.
21	5	43	want	NP Ved to NP whether S	2	True	Someone wanted to someone whether something happened.
21	5	44	want	NP was Ved whether to VP	2	True	Someone was wanted whether to do something.
21	5	45	want	NP Ved S	2	True	Someone wanted something happened.
21	5	46	want	NP Ved to NP whether S[+future]	2	True	Someone wanted to someone whether something happen.
21	5	47	want	NP was Ved that S[-tense]	2	True	Someone was wanted that something happen.
21	5	48	want	NP was Ved to VP[+eventive]	2	True	Someone was wanted to do something.
21	5	49	want	NP Ved about NP	2	True	Someone wanted about something.
21	5	50	want	NP Ved whether S[+future]	2	True	Someone wanted whether something would happen.
20	5	1	want	NP Ved NP	7	True	Someone wanted something.
20	5	2	want	NP was Ved	7	True	Someone was wanted.
20	5	3	want	NP Ved	7	True	Someone wanted.
20	5	4	want	NP Ved NP whichNP S	1	True	Someone wanted someone which thing happened.
20	5	5	want	NP Ved so	1	True	Someone wanted so.
20	5	6	want	NP was Ved whichNP S	1	True	Someone was wanted which thing happened.
20	5	7	want	NP Ved that S[-tense]	4	True	Someone wanted that something happen.
20	5	8	want	NP was Ved S	1	True	Someone was wanted something happened.
20	5	9	want	S, I V	1	True	Something happened, I want.
20	5	10	want	NP Ved NP that S[-tense]	1	True	Someone wanted someone that something happen.
20	5	11	want	NP Ved NP VP	7	True	Someone wanted someone do something.
20	5	12	want	NP Ved NP whether S	1	True	Someone wanted someone whether something happened.
20	5	13	want	NP was Ved so	2	True	Someone was wanted so.
20	5	14	want	NP was Ved about NP	6	True	Someone was wanted about something.
20	5	15	want	NP Ved NP VPing	3	True	Someone wanted someone doing something.
20	5	16	want	NP Ved that S[+future]	5	True	Someone wanted that something would happen.
20	5	17	want	NP Ved to VP[-eventive]	7	True	Someone wanted to have something.
20	5	18	want	NP was Ved that S	1	True	Someone was wanted that something happened.
20	5	19	want	NP Ved NP to VP[-eventive]	7	True	Someone wanted someone to have something.
20	5	20	want	NP Ved NP that S	1	True	Someone wanted someone that something happened.
20	5	21	want	NP was Ved to VP[-eventive]	6	True	Someone was wanted to have something.
20	5	22	want	NP was Ved whether S[+future]	1	True	Someone was wanted whether something would happen.
20	5	23	want	NP Ved VPing	1	True	Someone wanted doing something.
20	5	24	want	NP was Ved whether S	1	True	Someone was wanted whether something happened.
20	5	25	want	NP Ved NP to VP[+eventive]	7	True	Someone wanted someone to do something.
20	5	26	want	NP Ved NP whether S[+future]	1	True	Someone wanted someone whether something would happen.
20	5	27	want	NP Ved about whether S	1	True	Someone wanted about whether something happened.
20	5	28	want	NP Ved to NP that S[+future]	1	True	Someone wanted to someone that something would happen.
20	5	29	want	NP Ved to VP[+eventive]	7	True	Someone wanted to do something.
20	5	30	want	NP Ved NP that S[+future]	1	True	Someone wanted someone that something would happen.
20	5	31	want	NP Ved whether to VP	1	True	Someone wanted whether to do something.
20	5	32	want	NP was Ved that S[+future]	1	True	Someone was wanted that something would happen.
20	5	33	want	NP Ved for NP to VP	7	True	Someone wanted for something to happen.
20	5	34	want	NP was Ved whichNP to VP	1	True	Someone was wanted which thing to do.
20	5	35	want	NP Ved whichNP S	3	True	Someone wanted which thing happened.
20	5	36	want	NP Ved to NP that S	1	True	Someone wanted to someone that something happened.
20	5	37	want	NP Ved whether S	1	True	Someone wanted whether something happened.
20	5	38	want	NP Ved that S	2	True	Someone wanted that something happened.
20	5	39	want	NP Ved to NP that S[-tense]	1	True	Someone wanted to someone that something happen.
20	5	40	want	NP Ved NP to NP	1	True	Someone wanted something to someone.
20	5	41	want	NP Ved whichNP to VP	1	True	Someone wanted which thing to do.
20	5	42	want	NP was Ved about whether S	1	True	Someone was wanted about whether something happened.
20	5	43	want	NP Ved to NP whether S	1	True	Someone wanted to someone whether something happened.
20	5	44	want	NP was Ved whether to VP	1	True	Someone was wanted whether to do something.
20	5	45	want	NP Ved S	1	True	Someone wanted something happened.
20	5	46	want	NP Ved to NP whether S[+future]	1	True	Someone wanted to someone whether something happen.
20	5	47	want	NP was Ved that S[-tense]	1	True	Someone was wanted that something happen.
20	5	48	want	NP was Ved to VP[+eventive]	7	True	Someone was wanted to do something.
20	5	49	want	NP Ved about NP	1	True	Someone wanted about something.
20	5	50	want	NP Ved whether S[+future]	1	True	Someone wanted whether something would happen.
5	5	1	want	NP Ved NP	7	True	Someone wanted something.
5	5	2	want	NP was Ved	7	True	Someone was wanted.
5	5	3	want	NP Ved	5	True	Someone wanted.
5	5	4	want	NP Ved NP whichNP S	3	True	Someone wanted someone which thing happened.
5	5	5	want	NP Ved so	5	True	Someone wanted so.
5	5	6	want	NP was Ved whichNP S	1	True	Someone was wanted which thing happened.
5	5	7	want	NP Ved that S[-tense]	4	True	Someone wanted that something happen.
5	5	8	want	NP was Ved S	1	True	Someone was wanted something happened.
5	5	9	want	S, I V	2	True	Something happened, I want.
5	5	10	want	NP Ved NP that S[-tense]	1	True	Someone wanted someone that something happen.
5	5	11	want	NP Ved NP VP	4	True	Someone wanted someone do something.
5	5	12	want	NP Ved NP whether S	2	True	Someone wanted someone whether something happened.
5	5	13	want	NP was Ved so	5	True	Someone was wanted so.
5	5	14	want	NP was Ved about NP	6	True	Someone was wanted about something.
5	5	15	want	NP Ved NP VPing	7	True	Someone wanted someone doing something.
5	5	16	want	NP Ved that S[+future]	5	True	Someone wanted that something would happen.
5	5	17	want	NP Ved to VP[-eventive]	7	True	Someone wanted to have something.
5	5	18	want	NP was Ved that S	2	True	Someone was wanted that something happened.
5	5	19	want	NP Ved NP to VP[-eventive]	7	True	Someone wanted someone to have something.
5	5	20	want	NP Ved NP that S	3	True	Someone wanted someone that something happened.
5	5	21	want	NP was Ved to VP[-eventive]	5	True	Someone was wanted to have something.
5	5	22	want	NP was Ved whether S[+future]	1	True	Someone was wanted whether something would happen.
5	5	23	want	NP Ved VPing	3	True	Someone wanted doing something.
5	5	24	want	NP was Ved whether S	1	True	Someone was wanted whether something happened.
5	5	25	want	NP Ved NP to VP[+eventive]	7	True	Someone wanted someone to do something.
5	5	26	want	NP Ved NP whether S[+future]	1	True	Someone wanted someone whether something would happen.
5	5	27	want	NP Ved about whether S	3	True	Someone wanted about whether something happened.
5	5	28	want	NP Ved to NP that S[+future]	1	True	Someone wanted to someone that something would happen.
5	5	29	want	NP Ved to VP[+eventive]	7	True	Someone wanted to do something.
5	5	30	want	NP Ved NP that S[+future]	2	True	Someone wanted someone that something would happen.
5	5	31	want	NP Ved whether to VP	4	True	Someone wanted whether to do something.
5	5	32	want	NP was Ved that S[+future]	2	True	Someone was wanted that something would happen.
5	5	33	want	NP Ved for NP to VP	7	True	Someone wanted for something to happen.
5	5	34	want	NP was Ved whichNP to VP	3	True	Someone was wanted which thing to do.
5	5	35	want	NP Ved whichNP S	2	True	Someone wanted which thing happened.
5	5	36	want	NP Ved to NP that S	1	True	Someone wanted to someone that something happened.
5	5	37	want	NP Ved whether S	3	True	Someone wanted whether something happened.
5	5	38	want	NP Ved that S	5	True	Someone wanted that something happened.
5	5	39	want	NP Ved to NP that S[-tense]	1	True	Someone wanted to someone that something happen.
5	5	40	want	NP Ved NP to NP	5	True	Someone wanted something to someone.
